Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, location, ast_PCT,stl_PCT, blk_PCT, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, opp_ast_PCT,opp_stl_PCT, opp_blk_PCT, class
OKC,  .518,  14.8,  19.0,  .167,  away,  53.8,  10.3,  4.8, MIN, .488, 16.5, 25.0, .210,  61.1,  7.2,  9.7,  win
MIN, .488, 16.5, 25.0, .210,  home,  61.1,  7.2,  9.7, OKC,  .518,  14.8,  19.0,  .167,  53.8,  10.3,  4.8,  loss
BOS,  .541,  8.5,  17.5,  .244,  away,  59.5,  5.1,  6.6, NYK, .574, 10.5, 14.6, .333,  55.8,  5.1,  8.8,  loss
NYK, .574, 10.5, 14.6, .333,  home,  55.8,  5.1,  8.8, BOS,  .541,  8.5,  17.5,  .244,  59.5,  5.1,  6.6,  win
IND,  .434,  14.6,  27.1,  .165,  away,  48.6,  11.9,  4.7, BOS, .494, 16.1, 28.6, .156,  60.0,  6.9,  3.3,  loss
BOS, .494, 16.1, 28.6, .156,  home,  60.0,  6.9,  3.3, IND,  .434,  14.6,  27.1,  .165,  48.6,  11.9,  4.7,  win
NYK,  .489,  11.4,  28.8,  .165,  away,  46.3,  10.2,  4.3, BRK, .576, 14.0, 20.0, .128,  53.3,  8.2,  4.3,  loss
BRK, .576, 14.0, 20.0, .128,  home,  53.3,  8.2,  4.3, NYK,  .489,  11.4,  28.8,  .165,  46.3,  10.2,  4.3,  win
ATL,  .414,  15.1,  12.2,  .210,  away,  56.7,  5.1,  9.3, CHO, .518, 14.6, 26.2, .268,  72.2,  8.2,  16.1,  loss
CHO, .518, 14.6, 26.2, .268,  home,  72.2,  8.2,  16.1, ATL,  .414,  15.1,  12.2,  .210,  56.7,  5.1,  9.3,  win
GSW,  .534,  11.8,  16.3,  .182,  away,  59.5,  9.0,  16.9, DEN, .454, 11.2, 28.9, .379,  59.5,  7.0,  4.8,  loss
DEN, .454, 11.2, 28.9, .379,  home,  59.5,  7.0,  4.8, GSW,  .534,  11.8,  16.3,  .182,  59.5,  9.0,  16.9,  win
MIN,  .513,  18.0,  31.1,  .308,  away,  69.4,  11.4,  2.2, HOU, .540, 14.9, 21.6, .347,  51.4,  11.4,  4.9,  loss
HOU, .540, 14.9, 21.6, .347,  home,  51.4,  11.4,  4.9, MIN,  .513,  18.0,  31.1,  .308,  69.4,  11.4,  2.2,  win
MIA,  .507,  21.7,  13.2,  .271,  away,  83.9,  5.1,  10.1, LAC, .484, 6.5, 18.5, .138,  65.0,  18.4,  10.9,  loss
LAC, .484, 6.5, 18.5, .138,  home,  65.0,  18.4,  10.9, MIA,  .507,  21.7,  13.2,  .271,  83.9,  5.1,  10.1,  win
DAL,  .427,  14.7,  16.3,  .232,  away,  56.3,  7.1,  6.1, OKC, .555, 16.0, 28.3, .207,  63.2,  11.1,  9.8,  loss
OKC, .555, 16.0, 28.3, .207,  home,  63.2,  11.1,  9.8, DAL,  .427,  14.7,  16.3,  .232,  56.3,  7.1,  6.1,  win
UTA,  .461,  14.0,  21.3,  .197,  away,  64.5,  9.1,  9.7, POR, .506, 12.1, 37.8, .114,  64.1,  8.0,  17.5,  loss
POR, .506, 12.1, 37.8, .114,  home,  64.1,  8.0,  17.5, UTA,  .461,  14.0,  21.3,  .197,  64.5,  9.1,  9.7,  win
NOP,  .500,  6.3,  23.6,  .090,  away,  64.3,  10.3,  4.9, SAC, .524, 16.6, 23.8, .107,  51.2,  4.1,  10.4,  win
SAC, .524, 16.6, 23.8, .107,  home,  51.2,  4.1,  10.4, NOP,  .500,  6.3,  23.6,  .090,  64.3,  10.3,  4.9,  loss
MIL,  .535,  23.7,  32.3,  .333,  away,  60.5,  10.0,  3.5, WAS, .524, 14.5, 19.6, .214,  71.1,  17.9,  6.3,  loss
WAS, .524, 14.5, 19.6, .214,  home,  71.1,  17.9,  6.3, MIL,  .535,  23.7,  32.3,  .333,  60.5,  10.0,  3.5,  win
LAL,  .467,  17.3,  31.4,  .156,  away,  42.5,  12.7,  5.7, GSW, .576, 16.7, 27.9, .198,  60.5,  11.8,  6.0,  loss
GSW, .576, 16.7, 27.9, .198,  home,  60.5,  11.8,  6.0, LAL,  .467,  17.3,  31.4,  .156,  42.5,  12.7,  5.7,  win
DET,  .618,  20.1,  25.0,  .167,  away,  48.6,  3.3,  3.3, MEM, .546, 14.7, 15.6, .263,  56.8,  14.1,  7.5,  loss
MEM, .546, 14.7, 15.6, .263,  home,  56.8,  14.1,  7.5, DET,  .618,  20.1,  25.0,  .167,  48.6,  3.3,  3.3,  win
TOR,  .456,  8.8,  21.6,  .267,  away,  54.1,  10.6,  14.9, ORL, .500, 13.0, 14.3, .062,  63.6,  3.9,  13.6,  win
ORL, .500, 13.0, 14.3, .062,  home,  63.6,  3.9,  13.6, TOR,  .456,  8.8,  21.6,  .267,  54.1,  10.6,  14.9,  loss
CHI,  .506,  18.5,  42.5,  .295,  away,  41.5,  8.9,  3.0, PHI, .516, 10.5, 23.4, .161,  54.8,  12.9,  7.0,  win
PHI, .516, 10.5, 23.4, .161,  home,  54.8,  12.9,  7.0, CHI,  .506,  18.5,  42.5,  .295,  41.5,  8.9,  3.0,  loss
CLE,  .524,  16.4,  20.9,  .110,  away,  39.5,  4.3,  3.0, SAS, .488, 10.6, 24.4, .217,  44.7,  6.5,  12.5,  loss
SAS, .488, 10.6, 24.4, .217,  home,  44.7,  6.5,  12.5, CLE,  .524,  16.4,  20.9,  .110,  39.5,  4.3,  3.0,  win
SAC,  .493,  14.0,  33.3,  .405,  away,  55.9,  12.6,  4.1, UTA, .458, 11.7, 20.0, .301,  34.3,  8.4,  4.8,  win
UTA, .458, 11.7, 20.0, .301,  home,  34.3,  8.4,  4.8, SAC,  .493,  14.0,  33.3,  .405,  55.9,  12.6,  4.1,  loss
PHO,  .449,  12.1,  18.8,  .258,  away,  68.6,  8.8,  7.6, BOS, .510, 9.9, 32.1, .198,  71.4,  11.7,  8.1,  loss
BOS, .510, 9.9, 32.1, .198,  home,  71.4,  11.7,  8.1, PHO,  .449,  12.1,  18.8,  .258,  68.6,  8.8,  7.6,  win
POR,  .586,  8.4,  28.6,  .075,  away,  55.3,  7.6,  7.6, BRK, .494, 11.0, 34.8, .235,  57.9,  6.6,  8.6,  win
BRK, .494, 11.0, 34.8, .235,  home,  57.9,  6.6,  8.6, POR,  .586,  8.4,  28.6,  .075,  55.3,  7.6,  7.6,  loss
DAL,  .442,  9.6,  16.7,  .195,  away,  66.7,  1.2,  9.0, CHI, .372, 8.0, 25.0, .151,  51.6,  7.1,  3.6,  win
CHI, .372, 8.0, 25.0, .151,  home,  51.6,  7.1,  3.6, DAL,  .442,  9.6,  16.7,  .195,  66.7,  1.2,  9.0,  loss
MIA,  .519,  12.7,  22.5,  .173,  away,  65.0,  5.4,  21.7, DEN, .449, 12.7, 15.4, .321,  71.9,  4.3,  8.7,  win
DEN, .449, 12.7, 15.4, .321,  home,  71.9,  4.3,  8.7, MIA,  .519,  12.7,  22.5,  .173,  65.0,  5.4,  21.7,  loss
CLE,  .437,  12.6,  36.2,  .172,  away,  55.9,  11.0,  12.2, HOU, .392, 17.2, 23.8, .257,  57.7,  11.0,  11.5,  win
HOU, .392, 17.2, 23.8, .257,  home,  57.7,  11.0,  11.5, CLE,  .437,  12.6,  36.2,  .172,  55.9,  11.0,  12.2,  loss
WAS,  .577,  12.8,  37.0,  .051,  away,  51.0,  8.1,  3.2, IND, .494, 12.1, 14.0, .313,  50.0,  9.1,  4.1,  win
IND, .494, 12.1, 14.0, .313,  home,  50.0,  9.1,  4.1, WAS,  .577,  12.8,  37.0,  .051,  51.0,  8.1,  3.2,  loss
ATL,  .475,  14.2,  15.2,  .060,  away,  67.4,  4.7,  10.5, MIL, .432, 12.5, 36.8, .260,  47.5,  8.4,  18.6,  loss
MIL, .432, 12.5, 36.8, .260,  home,  47.5,  8.4,  18.6, ATL,  .475,  14.2,  15.2,  .060,  67.4,  4.7,  10.5,  win
CHO,  .570,  10.8,  9.1,  .105,  away,  50.0,  1.1,  1.7, NOP, .563, 7.9, 18.6, .126,  67.4,  7.4,  13.7,  loss
NOP, .563, 7.9, 18.6, .126,  home,  67.4,  7.4,  13.7, CHO,  .570,  10.8,  9.1,  .105,  50.0,  1.1,  1.7,  win
MIN,  .429,  11.2,  36.4,  .235,  away,  44.1,  3.4,  3.0, OKC, .556, 5.7, 29.3, .157,  66.0,  11.3,  9.6,  loss
OKC, .556, 5.7, 29.3, .157,  home,  66.0,  11.3,  9.6, MIN,  .429,  11.2,  36.4,  .235,  44.1,  3.4,  3.0,  win
BRK,  .474,  16.4,  16.7,  .154,  away,  64.7,  5.3,  6.0, ATL, .608, 10.0, 14.7, .228,  77.3,  14.9,  8.6,  loss
ATL, .608, 10.0, 14.7, .228,  home,  77.3,  14.9,  8.6, BRK,  .474,  16.4,  16.7,  .154,  64.7,  5.3,  6.0,  win
MIL,  .576,  15.2,  21.4,  .306,  away,  59.0,  3.4,  21.6, CHO, .431, 4.9, 24.5, .195,  81.8,  9.1,  3.3,  win
CHO, .431, 4.9, 24.5, .195,  home,  81.8,  9.1,  3.3, MIL,  .576,  15.2,  21.4,  .306,  59.0,  3.4,  21.6,  loss
GSW,  .415,  10.3,  25.9,  .181,  away,  52.9,  6.1,  11.5, DET, .505, 7.6, 34.0, .109,  46.8,  8.1,  15.9,  loss
DET, .505, 7.6, 34.0, .109,  home,  46.8,  8.1,  15.9, GSW,  .415,  10.3,  25.9,  .181,  52.9,  6.1,  11.5,  win
SAC,  .559,  15.8,  22.0,  .329,  away,  77.8,  5.1,  14.0, LAC, .464, 9.5, 24.6, .146,  63.2,  6.1,  7.8,  win
LAC, .464, 9.5, 24.6, .146,  home,  63.2,  6.1,  7.8, SAC,  .559,  15.8,  22.0,  .329,  77.8,  5.1,  14.0,  loss
NYK,  .487,  8.4,  16.2,  .260,  away,  57.1,  4.6,  8.3, MEM, .506, 7.9, 30.2, .244,  61.5,  2.3,  8.8,  loss
MEM, .506, 7.9, 30.2, .244,  home,  61.5,  2.3,  8.8, NYK,  .487,  8.4,  16.2,  .260,  57.1,  4.6,  8.3,  win
POR,  .420,  11.8,  17.6,  .184,  away,  50.0,  6.1,  7.5, PHI, .618, 12.7, 9.4, .263,  64.3,  9.1,  13.8,  loss
PHI, .618, 12.7, 9.4, .263,  home,  64.3,  9.1,  13.8, POR,  .420,  11.8,  17.6,  .184,  50.0,  6.1,  7.5,  win
LAL,  .394,  12.5,  28.6,  .122,  away,  51.6,  4.4,  6.8, UTA, .566, 9.9, 28.2, .181,  41.5,  8.9,  11.9,  loss
UTA, .566, 9.9, 28.2, .181,  home,  41.5,  8.9,  11.9, LAL,  .394,  12.5,  28.6,  .122,  51.6,  4.4,  6.8,  win
BOS,  .494,  13.4,  37.8,  .364,  away,  69.2,  7.1,  4.5, WAS, .483, 11.0, 31.8, .348,  62.5,  13.1,  8.5,  win
WAS, .483, 11.0, 31.8, .348,  home,  62.5,  13.1,  8.5, BOS,  .494,  13.4,  37.8,  .364,  69.2,  7.1,  4.5,  loss
IND,  .640,  13.6,  26.5,  .256,  away,  56.3,  9.9,  9.2, DEN, .560, 13.6, 41.5, .297,  54.3,  11.8,  6.5,  loss
DEN, .560, 13.6, 41.5, .297,  home,  54.3,  11.8,  6.5, IND,  .640,  13.6,  26.5,  .256,  56.3,  9.9,  9.2,  win
HOU,  .516,  11.3,  25.0,  .198,  away,  47.7,  9.9,  7.9, LAL, .488, 13.4, 7.0, .183,  67.6,  7.9,  10.0,  win
LAL, .488, 13.4, 7.0, .183,  home,  67.6,  7.9,  10.0, HOU,  .516,  11.3,  25.0,  .198,  47.7,  9.9,  7.9,  loss
PHO,  .451,  14.0,  21.4,  .173,  away,  45.7,  5.4,  3.9, MIN, .616, 14.8, 27.6, .464,  59.0,  11.8,  10.6,  loss
MIN, .616, 14.8, 27.6, .464,  home,  59.0,  11.8,  10.6, PHO,  .451,  14.0,  21.4,  .173,  45.7,  5.4,  3.9,  win
MIA,  .444,  19.8,  18.4,  .139,  away,  40.0,  6.7,  13.6, OKC, .494, 13.0, 31.0, .136,  60.0,  12.4,  13.8,  loss
OKC, .494, 13.0, 31.0, .136,  home,  60.0,  12.4,  13.8, MIA,  .444,  19.8,  18.4,  .139,  40.0,  6.7,  13.6,  win
DAL,  .395,  12.4,  10.0,  .235,  away,  69.0,  4.0,  8.6, SAS, .494, 6.4, 13.0, .256,  52.4,  7.0,  8.6,  loss
SAS, .494, 6.4, 13.0, .256,  home,  52.4,  7.0,  8.6, DAL,  .395,  12.4,  10.0,  .235,  69.0,  4.0,  8.6,  win
ORL,  .379,  11.9,  20.4,  .172,  away,  70.0,  11.5,  8.2, ATL, .569, 16.8, 11.4, .088,  75.6,  9.4,  9.2,  loss
ATL, .569, 16.8, 11.4, .088,  home,  75.6,  9.4,  9.2, ORL,  .379,  11.9,  20.4,  .172,  70.0,  11.5,  8.2,  win
UTA,  .495,  8.1,  25.9,  .154,  away,  61.4,  5.6,  11.5, CHO, .545, 13.6, 17.1, .318,  48.8,  5.6,  6.8,  loss
CHO, .545, 13.6, 17.1, .318,  home,  48.8,  5.6,  6.8, UTA,  .495,  8.1,  25.9,  .154,  61.4,  5.6,  11.5,  win
GSW,  .653,  7.6,  17.6,  .247,  away,  71.7,  7.4,  3.4, CLE, .526, 14.6, 20.5, .221,  59.5,  3.2,  8.9,  win
CLE, .526, 14.6, 20.5, .221,  home,  59.5,  3.2,  8.9, GSW,  .653,  7.6,  17.6,  .247,  71.7,  7.4,  3.4,  loss
BOS,  .489,  10.2,  24.5,  .223,  away,  60.0,  8.8,  5.1, DAL, .516, 11.9, 23.4, .237,  57.5,  3.9,  3.1,  loss
DAL, .516, 11.9, 23.4, .237,  home,  57.5,  3.9,  3.1, BOS,  .489,  10.2,  24.5,  .223,  60.0,  8.8,  5.1,  win
CHI,  .577,  9.7,  16.7,  .167,  away,  63.6,  6.4,  8.7, DET, .468, 9.6, 38.5, .126,  42.9,  8.6,  3.2,  win
DET, .468, 9.6, 38.5, .126,  home,  42.9,  8.6,  3.2, CHI,  .577,  9.7,  16.7,  .167,  63.6,  6.4,  8.7,  loss
HOU,  .563,  11.2,  33.3,  .375,  away,  70.5,  7.5,  9.3, LAC, .637, 10.2, 20.0, .264,  59.6,  9.4,  10.7,  loss
LAC, .637, 10.2, 20.0, .264,  home,  59.6,  9.4,  10.7, HOU,  .563,  11.2,  33.3,  .375,  70.5,  7.5,  9.3,  win
NOP,  .527,  15.1,  17.1,  .284,  away,  52.8,  9.1,  8.9, MEM, .520, 10.2, 28.2, .307,  77.1,  10.2,  5.5,  loss
MEM, .520, 10.2, 28.2, .307,  home,  77.1,  10.2,  5.5, NOP,  .527,  15.1,  17.1,  .284,  52.8,  9.1,  8.9,  win
PHI,  .490,  10.3,  14.0,  .127,  away,  60.0,  7.9,  9.1, NYK, .485, 11.3, 18.5, .258,  60.5,  5.2,  10.8,  loss
NYK, .485, 11.3, 18.5, .258,  home,  60.5,  5.2,  10.8, PHI,  .490,  10.3,  14.0,  .127,  60.0,  7.9,  9.1,  win
BRK,  .546,  14.2,  22.2,  .224,  away,  61.5,  4.5,  6.6, TOR, .582, 7.0, 20.0, .153,  55.8,  8.9,  6.5,  loss
TOR, .582, 7.0, 20.0, .153,  home,  55.8,  8.9,  6.5, BRK,  .546,  14.2,  22.2,  .224,  61.5,  4.5,  6.6,  win
POR,  .613,  14.4,  22.5,  .060,  away,  58.1,  5.4,  3.6, WAS, .539, 9.5, 9.3, .195,  67.6,  6.5,  5.7,  win
WAS, .539, 9.5, 9.3, .195,  home,  67.6,  6.5,  5.7, POR,  .613,  14.4,  22.5,  .060,  58.1,  5.4,  3.6,  loss
OKC,  .454,  10.6,  30.8,  .227,  away,  73.2,  10.7,  7.9, DEN, .464, 14.7, 25.0, .325,  60.0,  4.9,  8.7,  win
DEN, .464, 14.7, 25.0, .325,  home,  60.0,  4.9,  8.7, OKC,  .454,  10.6,  30.8,  .227,  73.2,  10.7,  7.9,  loss
MIL,  .520,  17.3,  21.2,  .189,  away,  52.8,  6.9,  7.7, MIA, .399, 14.1, 27.3, .270,  48.1,  6.9,  3.2,  win
MIA, .399, 14.1, 27.3, .270,  home,  48.1,  6.9,  3.2, MIL,  .520,  17.3,  21.2,  .189,  52.8,  6.9,  7.7,  loss
MIN,  .493,  15.1,  30.0,  .316,  away,  50.0,  10.8,  11.7, NOP, .566, 13.9, 30.8, .241,  50.0,  9.7,  9.7,  loss
NOP, .566, 13.9, 30.8, .241,  home,  50.0,  9.7,  9.7, MIN,  .493,  15.1,  30.0,  .316,  50.0,  10.8,  11.7,  win
IND,  .434,  12.5,  20.0,  .301,  away,  41.2,  16.0,  13.0, PHO, .414, 19.0, 26.5, .333,  53.6,  4.0,  3.2,  win
PHO, .414, 19.0, 26.5, .333,  home,  53.6,  4.0,  3.2, IND,  .434,  12.5,  20.0,  .301,  41.2,  16.0,  13.0,  loss
CLE,  .500,  13.2,  16.7,  .182,  away,  41.7,  6.7,  4.6, BRK, .440, 12.1, 18.8, .048,  57.1,  4.4,  6.7,  win
BRK, .440, 12.1, 18.8, .048,  home,  57.1,  4.4,  6.7, CLE,  .500,  13.2,  16.7,  .182,  41.7,  6.7,  4.6,  loss
GSW,  .589,  8.8,  26.7,  .137,  away,  76.0,  7.9,  11.3, CHI, .375, 8.3, 27.1, .190,  37.8,  4.0,  6.3,  win
CHI, .375, 8.3, 27.1, .190,  home,  37.8,  4.0,  6.3, GSW,  .589,  8.8,  26.7,  .137,  76.0,  7.9,  11.3,  loss
MIN,  .467,  15.1,  21.3,  .099,  away,  65.0,  3.9,  12.5, DAL, .459, 9.3, 17.6, .175,  42.9,  10.6,  2.9,  loss
DAL, .459, 9.3, 17.6, .175,  home,  42.9,  10.6,  2.9, MIN,  .467,  15.1,  21.3,  .099,  65.0,  3.9,  12.5,  win
DET,  .550,  8.6,  27.5,  .438,  away,  60.5,  7.8,  9.9, HOU, .516, 11.2, 22.4, .168,  48.8,  6.9,  6.0,  win
HOU, .516, 11.2, 22.4, .168,  home,  48.8,  6.9,  6.0, DET,  .550,  8.6,  27.5,  .438,  60.5,  7.8,  9.9,  loss
SAC,  .517,  12.1,  34.1,  .225,  away,  65.1,  6.1,  18.5, LAL, .378, 8.0, 21.4, .278,  53.1,  6.1,  7.2,  win
LAL, .378, 8.0, 21.4, .278,  home,  53.1,  6.1,  7.2, SAC,  .517,  12.1,  34.1,  .225,  65.1,  6.1,  18.5,  loss
UTA,  .500,  10.7,  35.0,  .291,  away,  51.4,  4.4,  5.5, NYK, .561, 8.4, 31.6, .189,  42.6,  3.3,  11.9,  loss
NYK, .561, 8.4, 31.6, .189,  home,  42.6,  3.3,  11.9, UTA,  .500,  10.7,  35.0,  .291,  51.4,  4.4,  5.5,  win
CHO,  .475,  15.1,  14.0,  .222,  away,  50.0,  8.1,  3.4, OKC, .524, 17.2, 33.3, .265,  71.8,  9.1,  5.6,  loss
OKC, .524, 17.2, 33.3, .265,  home,  71.8,  9.1,  5.6, CHO,  .475,  15.1,  14.0,  .222,  50.0,  8.1,  3.4,  win
PHI,  .547,  14.4,  10.5,  .203,  away,  55.6,  8.6,  11.9, ORL, .417, 12.8, 26.0, .202,  57.6,  12.9,  5.5,  win
ORL, .417, 12.8, 26.0, .202,  home,  57.6,  12.9,  5.5, PHI,  .547,  14.4,  10.5,  .203,  55.6,  8.6,  11.9,  loss
ATL,  .506,  11.8,  21.3,  .184,  away,  64.1,  7.3,  4.8, POR, .484, 10.8, 28.3, .074,  56.1,  5.2,  6.3,  win
POR, .484, 10.8, 28.3, .074,  home,  56.1,  5.2,  6.3, ATL,  .506,  11.8,  21.3,  .184,  64.1,  7.3,  4.8,  loss
BOS,  .576,  13.3,  22.2,  .129,  away,  69.8,  8.5,  1.9, TOR, .620, 12.6, 26.5, .145,  50.0,  7.5,  8.5,  loss
TOR, .620, 12.6, 26.5, .145,  home,  50.0,  7.5,  8.5, BOS,  .576,  13.3,  22.2,  .129,  69.8,  8.5,  1.9,  win
MIA,  .537,  20.9,  23.3,  .206,  away,  69.7,  3.5,  5.7, WAS, .552, 9.8, 31.4, .128,  60.0,  12.7,  5.7,  loss
WAS, .552, 9.8, 31.4, .128,  home,  60.0,  12.7,  5.7, MIA,  .537,  20.9,  23.3,  .206,  69.7,  3.5,  5.7,  win
LAC,  .488,  8.6,  19.5,  .300,  away,  52.8,  9.7,  5.5, CLE, .584, 12.2, 34.1, .217,  69.0,  5.4,  3.6,  loss
CLE, .584, 12.2, 34.1, .217,  home,  69.0,  5.4,  3.6, LAC,  .488,  8.6,  19.5,  .300,  52.8,  9.7,  5.5,  win
MEM,  .542,  12.4,  11.8,  .333,  away,  58.3,  7.8,  12.0, DEN, .506, 9.9, 23.3, .250,  72.2,  6.6,  2.0,  win
DEN, .506, 9.9, 23.3, .250,  home,  72.2,  6.6,  2.0, MEM,  .542,  12.4,  11.8,  .333,  58.3,  7.8,  12.0,  loss
DET,  .456,  13.1,  35.3,  .176,  away,  44.7,  5.5,  2.7, NOP, .564, 8.7, 29.7, .209,  56.5,  8.7,  8.2,  loss
NOP, .564, 8.7, 29.7, .209,  home,  56.5,  8.7,  8.2, DET,  .456,  13.1,  35.3,  .176,  44.7,  5.5,  2.7,  win
SAS,  .541,  7.5,  22.7,  .279,  away,  57.1,  8.6,  9.5, PHO, .432, 12.5, 21.4, .235,  56.3,  3.2,  5.6,  win
PHO, .432, 12.5, 21.4, .235,  home,  56.3,  3.2,  5.6, SAS,  .541,  7.5,  22.7,  .279,  57.1,  8.6,  9.5,  loss
ATL,  .464,  17.3,  15.2,  .119,  away,  60.0,  14.9,  13.2, SAC, .397, 15.6, 32.7, .196,  72.7,  12.9,  7.8,  loss
SAC, .397, 15.6, 32.7, .196,  home,  72.7,  12.9,  7.8, ATL,  .464,  17.3,  15.2,  .119,  60.0,  14.9,  13.2,  win
CHI,  .444,  16.6,  33.3,  .247,  away,  28.9,  7.0,  5.5, BOS, .490, 10.2, 31.4, .167,  60.5,  14.0,  7.9,  loss
BOS, .490, 10.2, 31.4, .167,  home,  60.5,  14.0,  7.9, CHI,  .444,  16.6,  33.3,  .247,  28.9,  7.0,  5.5,  win
UTA,  .633,  14.6,  33.3,  .173,  away,  65.1,  5.9,  6.8, BRK, .480, 11.7, 16.2, .187,  72.7,  5.9,  3.4,  win
BRK, .480, 11.7, 16.2, .187,  home,  72.7,  5.9,  3.4, UTA,  .633,  14.6,  33.3,  .173,  65.1,  5.9,  6.8,  loss
OKC,  .538,  12.5,  39.5,  .121,  away,  40.0,  3.3,  11.1, DAL, .517, 7.8, 18.9, .184,  60.0,  9.8,  9.8,  win
DAL, .517, 7.8, 18.9, .184,  home,  60.0,  9.8,  9.8, OKC,  .538,  12.5,  39.5,  .121,  40.0,  3.3,  11.1,  loss
IND,  .479,  10.8,  29.4,  .200,  away,  50.0,  10.8,  7.0, GSW, .556, 14.4, 32.6, .244,  72.1,  8.9,  5.1,  loss
GSW, .556, 14.4, 32.6, .244,  home,  72.1,  8.9,  5.1, IND,  .479,  10.8,  29.4,  .200,  50.0,  10.8,  7.0,  win
MIL,  .476,  13.7,  34.1,  .200,  away,  76.9,  7.6,  20.0, HOU, .484, 9.8, 30.6, .117,  71.1,  10.8,  14.1,  loss
HOU, .484, 9.8, 30.6, .117,  home,  71.1,  10.8,  14.1, MIL,  .476,  13.7,  34.1,  .200,  76.9,  7.6,  20.0,  win
SAS,  .571,  6.2,  17.5,  .129,  away,  60.5,  11.4,  19.1, LAL, .488, 10.7, 30.0, .155,  50.0,  3.4,  7.8,  win
LAL, .488, 10.7, 30.0, .155,  home,  50.0,  3.4,  7.8, SAS,  .571,  6.2,  17.5,  .129,  60.5,  11.4,  19.1,  loss
LAC,  .651,  9.4,  9.1,  .224,  away,  62.8,  10.7,  4.5, NYK, .412, 15.3, 26.7, .212,  72.7,  5.4,  3.8,  win
NYK, .412, 15.3, 26.7, .212,  home,  72.7,  5.4,  3.8, LAC,  .651,  9.4,  9.1,  .224,  62.8,  10.7,  4.5,  loss
CHO,  .495,  7.5,  25.5,  .198,  away,  51.1,  9.4,  5.9, ORL, .555, 16.1, 17.1, .165,  68.9,  5.6,  12.2,  win
ORL, .555, 16.1, 17.1, .165,  home,  68.9,  5.6,  12.2, CHO,  .495,  7.5,  25.5,  .198,  51.1,  9.4,  5.9,  loss
MIA,  .432,  11.9,  28.6,  .136,  away,  39.4,  4.6,  4.0, TOR, .553, 12.5, 17.6, .240,  54.3,  4.6,  12.5,  loss
TOR, .553, 12.5, 17.6, .240,  home,  54.3,  4.6,  12.5, MIA,  .432,  11.9,  28.6,  .136,  39.4,  4.6,  4.0,  win
NYK,  .422,  13.3,  17.4,  .247,  away,  79.3,  4.2,  15.7, CHO, .396, 10.1, 20.4, .390,  60.7,  5.2,  5.7,  loss
CHO, .396, 10.1, 20.4, .390,  home,  60.7,  5.2,  5.7, NYK,  .422,  13.3,  17.4,  .247,  79.3,  4.2,  15.7,  win
CHI,  .477,  7.0,  28.9,  .149,  away,  55.3,  2.3,  7.1, CLE, .394, 3.7, 28.6, .096,  48.6,  5.8,  7.1,  win
CLE, .394, 3.7, 28.6, .096,  home,  48.6,  5.8,  7.1, CHI,  .477,  7.0,  28.9,  .149,  55.3,  2.3,  7.1,  loss
DET,  .542,  14.8,  27.5,  .119,  away,  57.5,  4.2,  8.9, DEN, .513, 8.1, 7.0, .308,  50.0,  15.9,  7.3,  loss
DEN, .513, 8.1, 7.0, .308,  home,  50.0,  15.9,  7.3, DET,  .542,  14.8,  27.5,  .119,  57.5,  4.2,  8.9,  win
MEM,  .525,  12.8,  25.0,  .228,  away,  59.5,  10.1,  5.9, MIN, .537, 15.2, 25.0, .485,  76.5,  7.9,  8.3,  loss
MIN, .537, 15.2, 25.0, .485,  home,  76.5,  7.9,  8.3, MEM,  .525,  12.8,  25.0,  .228,  59.5,  10.1,  5.9,  win
MIL,  .568,  18.0,  17.1,  .203,  away,  51.3,  3.2,  9.5, NOP, .548, 7.3, 24.5, .138,  76.7,  10.6,  6.8,  loss
NOP, .548, 7.3, 24.5, .138,  home,  76.7,  10.6,  6.8, MIL,  .568,  18.0,  17.1,  .203,  51.3,  3.2,  9.5,  win
ATL,  .476,  14.8,  22.9,  .179,  away,  67.6,  8.4,  11.5, PHO, .459, 15.0, 31.9, .235,  64.7,  10.5,  12.0,  loss
PHO, .459, 15.0, 31.9, .235,  home,  64.7,  10.5,  12.0, ATL,  .476,  14.8,  22.9,  .179,  67.6,  8.4,  11.5,  win
LAL,  .543,  17.8,  12.5,  .406,  away,  41.2,  4.3,  9.7, POR, .559, 7.2, 35.0, .183,  55.3,  12.8,  1.9,  loss
POR, .559, 7.2, 35.0, .183,  home,  55.3,  12.8,  1.9, LAL,  .543,  17.8,  12.5,  .406,  41.2,  4.3,  9.7,  win
IND,  .459,  9.3,  18.8,  .209,  away,  50.0,  7.2,  14.5, SAC, .476, 12.2, 28.9, .318,  50.0,  7.2,  6.0,  loss
SAC, .476, 12.2, 28.9, .318,  home,  50.0,  7.2,  6.0, IND,  .459,  9.3,  18.8,  .209,  50.0,  7.2,  14.5,  win
OKC,  .505,  12.1,  31.1,  .129,  away,  46.5,  7.2,  6.5, BRK, .521, 9.5, 36.0, .191,  53.3,  10.3,  10.4,  loss
BRK, .521, 9.5, 36.0, .191,  home,  53.3,  10.3,  10.4, OKC,  .505,  12.1,  31.1,  .129,  46.5,  7.2,  6.5,  win
DAL,  .551,  13.6,  20.5,  .215,  away,  47.2,  4.3,  8.9, HOU, .567, 6.7, 24.3, .157,  62.8,  9.7,  14.3,  loss
