Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, location, ast_PCT,stl_PCT, blk_PCT, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, opp_ast_PCT,opp_stl_PCT, opp_blk_PCT, class
PHI,  .522,  11.2,  19.6,  .122,  away,  64.3,  10.1,  6.0, GSW, .614, 16.4, 20.0, .181,  72.7,  9.1,  6.7,  loss
GSW, .614, 16.4, 20.0, .181,  home,  72.7,  9.1,  6.7, PHI,  .522,  11.2,  19.6,  .122,  64.3,  10.1,  6.0,  win
HOU,  .488,  12.6,  23.9,  .212,  away,  44.7,  7.4,  4.9, IND, .523, 11.9, 31.3, .149,  61.0,  9.5,  11.5,  loss
IND, .523, 11.9, 31.3, .149,  home,  61.0,  9.5,  11.5, HOU,  .488,  12.6,  23.9,  .212,  44.7,  7.4,  4.9,  win
DEN,  .431,  13.1,  42.6,  .096,  away,  64.9,  8.0,  9.6, LAC, .538, 13.3, 41.5, .238,  63.2,  14.9,  16.9,  loss
LAC, .538, 13.3, 41.5, .238,  home,  63.2,  14.9,  16.9, DEN,  .431,  13.1,  42.6,  .096,  64.9,  8.0,  9.6,  win
WAS,  .590,  17.5,  16.7,  .222,  away,  59.0,  12.4,  3.4, LAL, .420, 16.0, 25.0, .172,  45.5,  12.4,  0.0,  win
LAL, .420, 16.0, 25.0, .172,  home,  45.5,  12.4,  0.0, WAS,  .590,  17.5,  16.7,  .222,  59.0,  12.4,  3.4,  loss
DAL,  .523,  11.7,  25.5,  .216,  away,  52.4,  6.1,  3.2, SAC, .677, 10.4, 17.1, .268,  62.7,  11.1,  4.7,  loss
SAC, .677, 10.4, 17.1, .268,  home,  62.7,  11.1,  4.7, DAL,  .523,  11.7,  25.5,  .216,  52.4,  6.1,  3.2,  win
ATL,  .453,  7.6,  14.9,  .294,  away,  61.1,  4.1,  15.5, CHI, .420, 5.9, 30.5, .104,  55.0,  4.1,  7.9,  win
CHI, .420, 5.9, 30.5, .104,  home,  55.0,  4.1,  7.9, ATL,  .453,  7.6,  14.9,  .294,  61.1,  4.1,  15.5,  loss
DAL,  .472,  3.1,  19.1,  .159,  away,  63.9,  15.8,  13.0, DEN, .507, 21.1, 19.4, .243,  64.5,  3.4,  7.1,  win
DEN, .507, 21.1, 19.4, .243,  home,  64.5,  3.4,  7.1, DAL,  .472,  3.1,  19.1,  .159,  63.9,  15.8,  13.0,  loss
BOS,  .388,  13.7,  33.3,  .236,  away,  45.2,  7.3,  6.8, LAC, .589, 13.2, 22.5, .179,  65.9,  13.6,  7.1,  loss
LAC, .589, 13.2, 22.5, .179,  home,  65.9,  13.6,  7.1, BOS,  .388,  13.7,  33.3,  .236,  45.2,  7.3,  6.8,  win
SAS,  .549,  14.1,  27.8,  .306,  away,  62.2,  10.1,  10.9, MEM, .434, 13.0, 28.3, .181,  57.6,  8.9,  7.0,  win
MEM, .434, 13.0, 28.3, .181,  home,  57.6,  8.9,  7.0, SAS,  .549,  14.1,  27.8,  .306,  62.2,  10.1,  10.9,  loss
BRK,  .552,  19.1,  28.6,  .182,  away,  48.8,  8.6,  2.9, MIA, .601, 11.8, 21.2, .107,  52.1,  11.8,  6.1,  loss
MIA, .601, 11.8, 21.2, .107,  home,  52.1,  11.8,  6.1, BRK,  .552,  19.1,  28.6,  .182,  48.8,  8.6,  2.9,  win
PHO,  .577,  18.2,  18.9,  .226,  away,  53.7,  8.6,  3.6, MIN, .549, 15.4, 27.5, .395,  53.7,  9.6,  5.9,  loss
MIN, .549, 15.4, 27.5, .395,  home,  53.7,  9.6,  5.9, PHO,  .577,  18.2,  18.9,  .226,  53.7,  8.6,  3.6,  win
NYK,  .461,  12.9,  12.8,  .101,  away,  72.2,  9.1,  10.7, NOP, .480, 12.5, 14.3, .360,  56.3,  11.2,  5.2,  loss
NOP, .480, 12.5, 14.3, .360,  home,  56.3,  11.2,  5.2, NYK,  .461,  12.9,  12.8,  .101,  72.2,  9.1,  10.7,  win
SAC,  .455,  12.6,  22.9,  .135,  away,  54.1,  11.1,  3.9, POR, .563, 17.8, 13.5, .188,  65.8,  6.1,  13.5,  loss
POR, .563, 17.8, 13.5, .188,  home,  65.8,  6.1,  13.5, SAC,  .455,  12.6,  22.9,  .135,  54.1,  11.1,  3.9,  win
OKC,  .541,  9.1,  30.0,  .302,  away,  70.7,  7.3,  7.2, TOR, .452, 8.0, 22.6, .172,  50.0,  4.2,  11.7,  win
TOR, .452, 8.0, 22.6, .172,  home,  50.0,  4.2,  11.7, OKC,  .541,  9.1,  30.0,  .302,  70.7,  7.3,  7.2,  loss
LAL,  .347,  8.7,  13.7,  .188,  away,  42.3,  5.4,  10.5, UTA, .612, 6.7, 30.2, .157,  56.5,  4.4,  10.8,  loss
UTA, .612, 6.7, 30.2, .157,  home,  56.5,  4.4,  10.8, LAL,  .347,  8.7,  13.7,  .188,  42.3,  5.4,  10.5,  win
HOU,  .538,  12.6,  33.3,  .266,  away,  60.5,  7.3,  10.9, CLE, .442, 10.1, 19.6, .279,  67.7,  5.2,  9.3,  win
CLE, .442, 10.1, 19.6, .279,  home,  67.7,  5.2,  9.3, HOU,  .538,  12.6,  33.3,  .266,  60.5,  7.3,  10.9,  loss
OKC,  .415,  17.2,  27.5,  .171,  away,  51.6,  10.7,  10.3, DET, .402, 14.3, 34.0, .207,  60.6,  6.4,  6.6,  loss
DET, .402, 14.3, 34.0, .207,  home,  60.6,  6.4,  6.6, OKC,  .415,  17.2,  27.5,  .171,  51.6,  10.7,  10.3,  win
WAS,  .448,  14.8,  12.7,  .198,  away,  72.2,  5.7,  11.3, GSW, .500, 14.1, 14.6, .172,  71.1,  10.4,  9.5,  loss
GSW, .500, 14.1, 14.6, .172,  home,  71.1,  10.4,  9.5, WAS,  .448,  14.8,  12.7,  .198,  72.2,  5.7,  11.3,  win
CHI,  .483,  13.8,  27.9,  .161,  away,  59.5,  5.4,  8.5, IND, .450, 10.1, 31.0, .167,  51.3,  9.8,  9.8,  win
IND, .450, 10.1, 31.0, .167,  home,  51.3,  9.8,  9.8, CHI,  .483,  13.8,  27.9,  .161,  59.5,  5.4,  8.5,  loss
BRK,  .500,  15.8,  31.8,  .329,  away,  51.4,  7.0,  7.8, ORL, .692, 9.1, 16.7, .143,  71.4,  11.0,  7.7,  loss
ORL, .692, 9.1, 16.7, .143,  home,  71.4,  11.0,  7.7, BRK,  .500,  15.8,  31.8,  .329,  51.4,  7.0,  7.8,  win
CHO,  .477,  13.6,  20.0,  .195,  away,  68.4,  6.0,  11.5, PHI, .396, 9.1, 14.1, .094,  66.7,  8.0,  8.1,  win
PHI, .396, 9.1, 14.1, .094,  home,  66.7,  8.0,  8.1, CHO,  .477,  13.6,  20.0,  .195,  68.4,  6.0,  11.5,  loss
NYK,  .474,  19.1,  24.3,  .208,  away,  48.6,  11.9,  3.3, DAL, .459, 14.0, 29.2, .153,  51.4,  7.6,  1.7,  loss
DAL, .459, 14.0, 29.2, .153,  home,  51.4,  7.6,  1.7, NYK,  .474,  19.1,  24.3,  .208,  48.6,  11.9,  3.3,  win
MIA,  .494,  14.9,  31.8,  .174,  away,  63.4,  6.0,  15.9, LAL, .392, 7.3, 31.7, .216,  37.8,  9.1,  7.2,  loss
LAL, .392, 7.3, 31.7, .216,  home,  37.8,  9.1,  7.2, MIA,  .494,  14.9,  31.8,  .174,  63.4,  6.0,  15.9,  win
DEN,  .571,  13.7,  29.7,  .256,  away,  63.2,  4.4,  9.2, MEM, .463, 8.6, 39.2, .179,  43.9,  5.5,  8.2,  win
MEM, .463, 8.6, 39.2, .179,  home,  43.9,  5.5,  8.2, DEN,  .571,  13.7,  29.7,  .256,  63.2,  4.4,  9.2,  loss
PHO,  .482,  19.4,  34.1,  .155,  away,  60.5,  6.3,  6.5, MIL, .519, 12.4, 20.9, .325,  56.8,  13.6,  15.0,  loss
MIL, .519, 12.4, 20.9, .325,  home,  56.8,  13.6,  15.0, PHO,  .482,  19.4,  34.1,  .155,  60.5,  6.3,  6.5,  win
LAC,  .494,  7.1,  15.2,  .190,  away,  70.3,  8.8,  14.1, MIN, .391, 14.5, 29.2, .126,  66.7,  2.2,  1.9,  win
MIN, .391, 14.5, 29.2, .126,  home,  66.7,  2.2,  1.9, LAC,  .494,  7.1,  15.2,  .190,  70.3,  8.8,  14.1,  loss
WAS,  .534,  17.0,  22.7,  .180,  away,  69.8,  5.7,  6.1, SAC, .607, 14.4, 15.8, .214,  57.4,  12.4,  9.5,  loss
SAC, .607, 14.4, 15.8, .214,  home,  57.4,  12.4,  9.5, WAS,  .534,  17.0,  22.7,  .180,  69.8,  5.7,  6.1,  win
NOP,  .500,  16.2,  25.6,  .150,  away,  75.0,  6.6,  0.0, SAS, .560, 12.4, 15.4, .213,  63.9,  11.0,  12.7,  loss
SAS, .560, 12.4, 15.4, .213,  home,  63.9,  11.0,  12.7, NOP,  .500,  16.2,  25.6,  .150,  75.0,  6.6,  0.0,  win
ATL,  .530,  16.9,  23.4,  .108,  away,  64.9,  3.2,  12.3, TOR, .519, 10.6, 19.5, .275,  72.2,  14.9,  8.0,  loss
TOR, .519, 10.6, 19.5, .275,  home,  72.2,  14.9,  8.0, ATL,  .530,  16.9,  23.4,  .108,  64.9,  3.2,  12.3,  win
GSW,  .506,  15.7,  19.1,  .146,  away,  48.7,  5.9,  10.0, UTA, .451, 12.5, 30.2, .141,  37.8,  10.7,  3.7,  win
UTA, .451, 12.5, 30.2, .141,  home,  37.8,  10.7,  3.7, GSW,  .506,  15.7,  19.1,  .146,  48.7,  5.9,  10.0,  loss
BRK,  .394,  14.1,  24.1,  .138,  away,  74.3,  11.5,  8.2, CLE, .506, 14.8, 17.6, .218,  76.3,  9.6,  9.6,  loss
CLE, .506, 14.8, 17.6, .218,  home,  76.3,  9.6,  9.6, BRK,  .394,  14.1,  24.1,  .138,  74.3,  11.5,  8.2,  win
CHI,  .552,  14.8,  13.5,  .234,  away,  75.7,  5.3,  6.2, HOU, .450, 8.3, 26.0, .211,  52.8,  5.3,  11.3,  win
HOU, .450, 8.3, 26.0, .211,  home,  52.8,  5.3,  11.3, CHI,  .552,  14.8,  13.5,  .234,  75.7,  5.3,  6.2,  loss
ORL,  .561,  11.7,  28.9,  .144,  away,  54.2,  6.3,  9.0, IND, .459, 16.6, 35.4, .174,  50.0,  11.5,  5.4,  win
IND, .459, 16.6, 35.4, .174,  home,  50.0,  11.5,  5.4, ORL,  .561,  11.7,  28.9,  .144,  54.2,  6.3,  9.0,  loss
DEN,  .494,  12.6,  17.8,  .157,  away,  77.8,  10.7,  11.5, NOP, .517, 14.6, 30.4, .089,  72.5,  7.5,  7.1,  loss
NOP, .517, 14.6, 30.4, .089,  home,  72.5,  7.5,  7.1, DEN,  .494,  12.6,  17.8,  .157,  77.8,  10.7,  11.5,  win
LAC,  .658,  12.3,  14.7,  .224,  away,  52.4,  9.9,  7.3, OKC, .575, 12.5, 44.7, .218,  55.6,  11.0,  2.1,  loss
OKC, .575, 12.5, 44.7, .218,  home,  55.6,  11.0,  2.1, LAC,  .658,  12.3,  14.7,  .224,  52.4,  9.9,  7.3,  win
BOS,  .472,  12.7,  31.4,  .295,  away,  54.1,  12.1,  10.7, POR, .533, 12.8, 31.9, .222,  63.4,  9.1,  15.6,  loss
POR, .533, 12.8, 31.9, .222,  home,  63.4,  9.1,  15.6, BOS,  .472,  12.7,  31.4,  .295,  54.1,  12.1,  10.7,  win
CLE,  .459,  9.7,  20.4,  .204,  away,  69.2,  8.0,  9.2, ATL, .447, 12.4, 9.8, .242,  65.8,  4.5,  13.3,  win
ATL, .447, 12.4, 9.8, .242,  home,  65.8,  4.5,  13.3, CLE,  .459,  9.7,  20.4,  .204,  69.2,  8.0,  9.2,  loss
PHI,  .422,  8.3,  16.1,  .167,  away,  72.7,  5.1,  12.3, CHO, .470, 10.3, 17.0, .250,  63.9,  9.2,  11.8,  loss
CHO, .470, 10.3, 17.0, .250,  home,  63.9,  9.2,  11.8, PHI,  .422,  8.3,  16.1,  .167,  72.7,  5.1,  12.3,  win
DAL,  .506,  9.9,  18.6,  .141,  away,  46.2,  4.4,  10.4, DET, .463, 10.7, 23.1, .173,  74.2,  4.4,  6.6,  win
DET, .463, 10.7, 23.1, .173,  home,  74.2,  4.4,  6.6, DAL,  .506,  9.9,  18.6,  .141,  46.2,  4.4,  10.4,  loss
BOS,  .517,  12.3,  25.0,  .218,  away,  68.3,  9.9,  2.5, GSW, .578, 19.9, 19.5, .120,  65.8,  11.9,  10.9,  win
GSW, .578, 19.9, 19.5, .120,  home,  65.8,  11.9,  10.9, BOS,  .517,  12.3,  25.0,  .218,  68.3,  9.9,  2.5,  loss
TOR,  .507,  17.7,  31.4,  .380,  away,  53.3,  9.0,  16.7, MEM, .445, 12.4, 37.5, .154,  43.2,  14.7,  16.3,  win
MEM, .445, 12.4, 37.5, .154,  home,  43.2,  14.7,  16.3, TOR,  .507,  17.7,  31.4,  .380,  53.3,  9.0,  16.7,  loss
ORL,  .581,  18.0,  11.4,  .116,  away,  73.9,  12.4,  11.6, MIL, .570, 14.2, 21.4, .174,  66.0,  13.4,  9.7,  loss
MIL, .570, 14.2, 21.4, .174,  home,  66.0,  13.4,  9.7, ORL,  .581,  18.0,  11.4,  .116,  73.9,  12.4,  11.6,  win
BRK,  .376,  9.1,  33.9,  .149,  away,  55.6,  11.4,  3.3, NYK, .583, 16.3, 17.9, .083,  57.1,  4.2,  10.4,  loss
NYK, .583, 16.3, 17.9, .083,  home,  57.1,  4.2,  10.4, BRK,  .376,  9.1,  33.9,  .149,  55.6,  11.4,  3.3,  win
WAS,  .500,  11.0,  18.8,  .233,  away,  57.9,  6.1,  10.0, PHO, .425, 13.3, 32.7, .215,  52.8,  5.1,  5.0,  win
PHO, .425, 13.3, 32.7, .215,  home,  52.8,  5.1,  5.0, WAS,  .500,  11.0,  18.8,  .233,  57.9,  6.1,  10.0,  loss
MIA,  .585,  16.7,  21.9,  .195,  away,  54.8,  5.2,  9.1, SAC, .477, 11.5, 34.0, .264,  52.6,  7.3,  8.3,  win
SAC, .477, 11.5, 34.0, .264,  home,  52.6,  7.3,  8.3, MIA,  .585,  16.7,  21.9,  .195,  54.8,  5.2,  9.1,  loss
MIN,  .500,  15.2,  23.8,  .076,  away,  71.4,  12.8,  2.0, UTA, .583, 15.4, 31.4, .194,  34.2,  10.5,  8.9,  loss
UTA, .583, 15.4, 31.4, .194,  home,  34.2,  10.5,  8.9, MIN,  .500,  15.2,  23.8,  .076,  71.4,  12.8,  2.0,  win
DET,  .487,  9.9,  16.3,  .263,  away,  53.1,  8.7,  3.2, CHI, .438, 10.4, 22.4, .148,  61.8,  6.5,  17.9,  win
CHI, .438, 10.4, 22.4, .148,  home,  61.8,  6.5,  17.9, DET,  .487,  9.9,  16.3,  .263,  53.1,  8.7,  3.2,  loss
SAC,  .511,  6.4,  23.9,  .284,  away,  65.9,  4.2,  7.9, DEN, .484, 8.9, 28.8, .185,  67.5,  3.1,  14.9,  win
DEN, .484, 8.9, 28.8, .185,  home,  67.5,  3.1,  14.9, SAC,  .511,  6.4,  23.9,  .284,  65.9,  4.2,  7.9,  loss
IND,  .571,  12.1,  16.7,  .226,  away,  61.4,  9.0,  8.7, PHI, .506, 14.5, 16.0, .217,  67.6,  3.0,  1.6,  win
PHI, .506, 14.5, 16.0, .217,  home,  67.6,  3.0,  1.6, IND,  .571,  12.1,  16.7,  .226,  61.4,  9.0,  8.7,  loss
MIA,  .420,  11.5,  24.5,  .216,  away,  47.1,  9.4,  6.3, POR, .582, 14.4, 21.1, .228,  51.2,  9.4,  5.8,  loss
POR, .582, 14.4, 21.1, .228,  home,  51.2,  9.4,  5.8, MIA,  .420,  11.5,  24.5,  .216,  47.1,  9.4,  6.3,  win
TOR,  .538,  13.3,  15.8,  .113,  away,  45.0,  9.0,  5.3, SAS, .487, 13.4, 36.6, .351,  80.0,  12.4,  8.1,  loss
SAS, .487, 13.4, 36.6, .351,  home,  80.0,  12.4,  8.1, TOR,  .538,  13.3,  15.8,  .113,  45.0,  9.0,  5.3,  win
NOP,  .605,  12.2,  14.7,  .184,  away,  73.8,  12.2,  11.3, BRK, .435, 17.5, 43.8, .153,  60.6,  5.5,  5.6,  win
BRK, .435, 17.5, 43.8, .153,  home,  60.6,  5.5,  5.6, NOP,  .605,  12.2,  14.7,  .184,  73.8,  12.2,  11.3,  loss
CHO,  .507,  14.6,  26.2,  .342,  away,  67.6,  16.7,  7.4, CLE, .639, 16.1, 38.5, .072,  75.6,  7.8,  2.0,  loss
CLE, .639, 16.1, 38.5, .072,  home,  75.6,  7.8,  2.0, CHO,  .507,  14.6,  26.2,  .342,  67.6,  16.7,  7.4,  win
POR,  .500,  11.6,  25.6,  .306,  away,  60.5,  8.2,  6.9, GSW, .670, 10.9, 29.7, .205,  60.0,  5.1,  13.1,  loss
GSW, .670, 10.9, 29.7, .205,  home,  60.0,  5.1,  13.1, POR,  .500,  11.6,  25.6,  .306,  60.5,  8.2,  6.9,  win
OKC,  .506,  16.5,  39.5,  .329,  away,  55.3,  5.2,  8.3, HOU, .466, 7.4, 38.6, .225,  58.5,  11.5,  9.1,  loss
HOU, .466, 7.4, 38.6, .225,  home,  58.5,  11.5,  9.1, OKC,  .506,  16.5,  39.5,  .329,  55.3,  5.2,  8.3,  win
WAS,  .516,  11.9,  33.3,  .128,  away,  72.1,  8.1,  1.5, LAC, .553, 10.0, 22.7, .235,  62.8,  9.1,  6.3,  loss
LAC, .553, 10.0, 22.7, .235,  home,  62.8,  9.1,  6.3, WAS,  .516,  11.9,  33.3,  .128,  72.1,  8.1,  1.5,  win
BOS,  .495,  10.6,  20.0,  .187,  away,  73.2,  7.9,  1.4, LAL, .444, 9.7, 21.2, .222,  59.5,  5.9,  6.6,  win
LAL, .444, 9.7, 21.2, .222,  home,  59.5,  5.9,  6.6, BOS,  .495,  10.6,  20.0,  .187,  73.2,  7.9,  1.4,  loss
CHI,  .574,  11.6,  17.1,  .230,  away,  76.9,  11.3,  5.1, MIL, .482, 13.0, 34.9, .188,  70.0,  6.8,  14.6,  win
MIL, .482, 13.0, 34.9, .188,  home,  70.0,  6.8,  14.6, CHI,  .574,  11.6,  17.1,  .230,  76.9,  11.3,  5.1,  loss
DAL,  .470,  10.0,  30.0,  .120,  away,  59.4,  7.1,  8.0, MIN, .437, 16.9, 17.1, .225,  69.0,  9.4,  9.3,  win
MIN, .437, 16.9, 17.1, .225,  home,  69.0,  9.4,  9.3, DAL,  .470,  10.0,  30.0,  .120,  59.4,  7.1,  8.0,  loss
IND,  .463,  15.1,  17.5,  .210,  away,  50.0,  5.2,  4.2, NYK, .380, 8.7, 28.1, .146,  60.6,  7.3,  15.3,  win
NYK, .380, 8.7, 28.1, .146,  home,  60.6,  7.3,  15.3, IND,  .463,  15.1,  17.5,  .210,  50.0,  5.2,  4.2,  loss
MEM,  .506,  12.2,  28.6,  .191,  away,  53.7,  4.1,  6.3, ORL, .533, 8.9, 27.7, .256,  62.8,  10.2,  4.4,  loss
ORL, .533, 8.9, 27.7, .256,  home,  62.8,  10.2,  4.4, MEM,  .506,  12.2,  28.6,  .191,  53.7,  4.1,  6.3,  win
UTA,  .543,  10.2,  10.8,  .160,  away,  69.2,  9.7,  19.6, PHO, .474, 19.6, 29.3, .154,  48.5,  5.4,  1.9,  win
PHO, .474, 19.6, 29.3, .154,  home,  48.5,  5.4,  1.9, UTA,  .543,  10.2,  10.8,  .160,  69.2,  9.7,  19.6,  loss
PHO,  .444,  20.3,  22.9,  .222,  away,  63.3,  12.5,  6.6, ATL, .468, 13.4, 24.5, .147,  66.7,  15.4,  6.0,  loss
ATL, .468, 13.4, 24.5, .147,  home,  66.7,  15.4,  6.0, PHO,  .444,  20.3,  22.9,  .222,  63.3,  12.5,  6.6,  win
OKC,  .615,  14.8,  31.7,  .195,  away,  69.6,  10.0,  6.9, DEN, .477, 11.5, 19.2, .205,  75.7,  9.0,  7.4,  win
DEN, .477, 11.5, 19.2, .205,  home,  75.7,  9.0,  7.4, OKC,  .615,  14.8,  31.7,  .195,  69.6,  10.0,  6.9,  loss
MIN,  .558,  14.3,  14.0,  .326,  away,  68.2,  12.5,  9.5, GSW, .561, 18.5, 20.9, .071,  71.4,  8.0,  7.2,  win
GSW, .561, 18.5, 20.9, .071,  home,  71.4,  8.0,  7.2, MIN,  .558,  14.3,  14.0,  .326,  68.2,  12.5,  9.5,  loss
LAL,  .349,  13.8,  25.9,  .277,  away,  42.3,  10.7,  5.2, LAC, .558, 12.7, 17.1, .205,  65.0,  11.8,  6.3,  loss
LAC, .558, 12.7, 17.1, .205,  home,  65.0,  11.8,  6.3, LAL,  .349,  13.8,  25.9,  .277,  42.3,  10.7,  5.2,  win
CHI,  .513,  19.0,  30.2,  .169,  away,  64.7,  6.5,  16.2, MEM, .489, 10.1, 29.3, .264,  46.2,  14.1,  2.1,  loss
MEM, .489, 10.1, 29.3, .264,  home,  46.2,  14.1,  2.1, CHI,  .513,  19.0,  30.2,  .169,  64.7,  6.5,  16.2,  win
DET,  .431,  12.5,  26.1,  .250,  away,  43.8,  7.8,  1.4, MIA, .577, 9.1, 18.4, .119,  50.0,  6.7,  6.9,  loss
MIA, .577, 9.1, 18.4, .119,  home,  50.0,  6.7,  6.9, DET,  .431,  12.5,  26.1,  .250,  43.8,  7.8,  1.4,  win
CLE,  .667,  16.8,  6.5,  .120,  away,  73.2,  4.4,  11.1, MIL, .420, 9.7, 23.5, .068,  57.1,  7.7,  2.6,  win
MIL, .420, 9.7, 23.5, .068,  home,  57.1,  7.7,  2.6, CLE,  .667,  16.8,  6.5,  .120,  73.2,  4.4,  11.1,  loss
NOP,  .494,  16.0,  31.8,  .146,  away,  54.1,  5.5,  1.9, PHI, .528, 7.7, 23.9, .159,  77.5,  11.1,  9.4,  loss
PHI, .528, 7.7, 23.9, .159,  home,  77.5,  11.1,  9.4, NOP,  .494,  16.0,  31.8,  .146,  54.1,  5.5,  1.9,  win
POR,  .495,  11.8,  38.0,  .247,  away,  50.0,  12.1,  12.5, SAC, .596, 17.9, 9.1, .179,  48.8,  6.1,  11.3,  win
SAC, .596, 17.9, 9.1, .179,  home,  48.8,  6.1,  11.3, POR,  .495,  11.8,  38.0,  .247,  50.0,  12.1,  12.5,  loss
CHO,  .426,  5.8,  21.6,  .170,  away,  62.5,  5.5,  10.9, TOR, .474, 10.7, 17.9, .282,  55.9,  6.6,  15.1,  loss
TOR, .474, 10.7, 17.9, .282,  home,  55.9,  6.6,  15.1, CHO,  .426,  5.8,  21.6,  .170,  62.5,  5.5,  10.9,  win
SAS,  .493,  9.1,  10.3,  .236,  away,  50.0,  11.8,  7.8, UTA, .507, 17.2, 15.2, .250,  40.6,  5.9,  7.3,  win
UTA, .507, 17.2, 15.2, .250,  home,  40.6,  5.9,  7.3, SAS,  .493,  9.1,  10.3,  .236,  50.0,  11.8,  7.8,  loss
NOP,  .494,  20.0,  19.5,  .256,  away,  61.8,  5.1,  3.8, BOS, .471, 8.3, 16.3, .253,  66.7,  10.1,  13.0,  loss
BOS, .471, 8.3, 16.3, .253,  home,  66.7,  10.1,  13.0, NOP,  .494,  20.0,  19.5,  .256,  61.8,  5.1,  3.8,  win
HOU,  .474,  14.9,  30.8,  .154,  away,  55.9,  7.2,  8.5, DAL, .475, 12.2, 31.0, .150,  57.6,  10.7,  6.9,  loss
DAL, .475, 12.2, 31.0, .150,  home,  57.6,  10.7,  6.9, HOU,  .474,  14.9,  30.8,  .154,  55.9,  7.2,  8.5,  win
CLE,  .527,  10.1,  19.4,  .419,  away,  42.9,  7.7,  6.1, IND, .663, 13.5, 25.7, .213,  55.6,  9.9,  2.2,  loss
IND, .663, 13.5, 25.7, .213,  home,  55.6,  9.9,  2.2, CLE,  .527,  10.1,  19.4,  .419,  42.9,  7.7,  6.1,  win
LAC,  .488,  10.1,  23.3,  .120,  away,  62.2,  11.2,  8.5, LAL, .378, 11.0, 29.1, .144,  37.5,  6.7,  1.7,  win
LAL, .378, 11.0, 29.1, .144,  home,  37.5,  6.7,  1.7, LAC,  .488,  10.1,  23.3,  .120,  62.2,  11.2,  8.5,  loss
CHO,  .533,  7.6,  25.0,  .167,  away,  45.2,  9.9,  5.8, NYK, .538, 17.5, 27.0, .167,  64.9,  5.5,  9.4,  win
NYK, .538, 17.5, 27.0, .167,  home,  64.9,  5.5,  9.4, CHO,  .533,  7.6,  25.0,  .167,  45.2,  9.9,  5.8,  loss
DET,  .517,  10.7,  25.0,  .221,  away,  61.5,  9.2,  8.0, ORL, .500, 12.5, 27.3, .156,  58.1,  7.2,  13.6,  win
ORL, .500, 12.5, 27.3, .156,  home,  58.1,  7.2,  13.6, DET,  .517,  10.7,  25.0,  .221,  61.5,  9.2,  8.0,  loss
OKC,  .522,  14.0,  38.8,  .220,  away,  41.9,  9.0,  3.9, POR, .601, 13.7, 22.5, .226,  74.4,  11.0,  8.7,  loss
POR, .601, 13.7, 22.5, .226,  home,  74.4,  11.0,  8.7, OKC,  .522,  14.0,  38.8,  .220,  41.9,  9.0,  3.9,  win
BRK,  .462,  8.9,  22.9,  .196,  away,  66.7,  7.2,  6.0, WAS, .547, 9.6, 37.2, .179,  75.0,  7.2,  13.3,  loss
WAS, .547, 9.6, 37.2, .179,  home,  75.0,  7.2,  13.3, BRK,  .462,  8.9,  22.9,  .196,  66.7,  7.2,  6.0,  win
TOR,  .429,  10.6,  18.2,  .179,  away,  50.0,  10.8,  9.1, ATL, .513, 13.2, 11.6, .224,  69.7,  4.3,  19.0,  loss
ATL, .513, 13.2, 11.6, .224,  home,  69.7,  4.3,  19.0, TOR,  .429,  10.6,  18.2,  .179,  50.0,  10.8,  9.1,  win
SAS,  .531,  11.8,  12.2,  .200,  away,  71.8,  10.5,  3.4, GSW, .614, 14.6, 20.6, .120,  73.3,  8.4,  3.1,  loss
GSW, .614, 14.6, 20.6, .120,  home,  73.3,  8.4,  3.1, SAS,  .531,  11.8,  12.2,  .200,  71.8,  10.5,  3.4,  win
PHO,  .532,  15.1,  48.8,  .255,  away,  70.5,  11.2,  4.9, HOU, .662, 17.3, 15.6, .230,  61.9,  13.2,  19.0,  win
HOU, .662, 17.3, 15.6, .230,  home,  61.9,  13.2,  19.0, PHO,  .532,  15.1,  48.8,  .255,  70.5,  11.2,  4.9,  loss
CHI,  .468,  11.7,  27.3,  .321,  away,  51.4,  6.7,  9.0, MIA, .500, 9.1, 34.1, .152,  36.4,  8.9,  3.1,  loss
MIA, .500, 9.1, 34.1, .152,  home,  36.4,  8.9,  3.1, CHI,  .468,  11.7,  27.3,  .321,  51.4,  6.7,  9.0,  win
MIN,  .519,  13.8,  30.2,  .275,  away,  69.4,  11.8,  5.9, SAC, .459, 16.8, 36.2, .224,  52.8,  11.8,  8.5,  win
SAC, .459, 16.8, 36.2, .224,  home,  52.8,  11.8,  8.5, MIN,  .519,  13.8,  30.2,  .275,  69.4,  11.8,  5.9,  loss
MIL,  .530,  16.4,  18.9,  .238,  away,  73.2,  9.6,  7.8, BOS, .603, 12.9, 11.4, .385,  79.5,  5.7,  13.4,  loss
BOS, .603, 12.9, 11.4, .385,  home,  79.5,  5.7,  13.4, MIL,  .530,  16.4,  18.9,  .238,  73.2,  9.6,  7.8,  win
BRK,  .478,  12.2,  33.3,  .120,  away,  61.5,  9.6,  10.9, CHO, .578, 11.6, 25.6, .205,  63.4,  11.8,  17.9,  loss
CHO, .578, 11.6, 25.6, .205,  home,  63.4,  11.8,  17.9, BRK,  .478,  12.2,  33.3,  .120,  61.5,  9.6,  10.9,  win
MEM,  .443,  13.4,  31.9,  .184,  away,  48.6,  10.0,  3.4, DAL, .600, 18.1, 18.2, .517,  60.0,  7.8,  9.2,  loss
