Team, score,  Efg_pct, Turnover_PCT, orb_pct, ft_rate, class
SAS, 105, .601, 11.8, 9.1, .216, win
MIN, 91,.482,14.3,25.6,.146, loss
PHO, 105, .500, 15.2, 29.3, .250, loss
UTA, 112,.575,14.7,17.1,.384, win
ORL, 124, .590, 10.0, 20.0, .313, win
WAS, 116,.532,8.8,22.2,.183, loss
MIA, 95, .494, 15.3, 19.5, .200, loss
ATL, 103,.511,12.9,35.9,.148, win
DEN, 111, .452, 13.0, 44.8, .152, loss
BRK, 116,.535,13.2,23.8,.294, win
DET, 77, .404, 11.5, 13.2, .056, loss
CHO, 87,.375,4.7,9.1,.239, win
SAC, 120, .619, 13.1, 16.2, .190, win
DAL, 89,.474,18.7,20.9,.192, loss
LAL, 95, .420, 21.4, 27.5, .253, loss
HOU, 134,.622,16.2,37.5,.181, win
GSW, 115, .511, 8.9, 28.6, .270, win
LAC, 98,.435,11.2,33.3,.196, loss
POR, 107, .535, 13.8, 21.7, .188, loss
MIL, 115,.584,9.7,12.8,.325, win
CLE, 126, .625, 11.4, 25.0, .325, win
NYK, 94,.466,14.6,26.5,.149, loss
BOS, 117, .554, 9.4, 27.5, .286, win
ORL, 87,.438,11.6,17.4,.198, loss
IND, 109, .494, 15.8, 27.9, .410, win
PHO, 94,.453,17.0,19.6,.200, loss
SAS, 91, .448, 10.8, 21.6, .041, loss
CHI, 95,.463,17.1,23.3,.263, win
POR, 86, .348, 10.8, 23.2, .354, loss
MEM, 88,.391,10.7,27.8,.230, win
PHI, 99, .495, 9.4, 23.4, .099, win
NOP, 88,.435,11.4,23.9,.179, loss
MIN, 110, .563, 12.1, 38.1, .125, loss
TOR, 124,.563,7.3,37.2,.299, win
GSW, 106, .563, 15.1, 20.9, .200, win
UTA, 99,.472,13.2,24.0,.169, loss
DEN, 85, .454, 23.8, 34.1, .211, loss
WAS, 92,.487,17.4,20.5,.205, win
TOR, 101, .470, 10.5, 17.4, .293, win
BOS, 94,.476,12.3,16.0,.181, loss
ORL, 88, .423, 7.6, 16.4, .121, loss
CHO, 109,.535,11.2,29.5,.212, win
MIA, 84, .378, 11.6, 39.0, .178, loss
CLE, 114,.608,10.7,32.4,.157, win
IND, 103, .565, 13.9, 12.5, .362, loss
DAL, 111,.581,8.1,12.8,.225, win
PHO, 119, .542, 6.3, 18.8, .168, win
LAL, 115,.511,12.8,22.2,.299, loss
ATL, 114, .548, 14.9, 20.9, .262, win
MIL, 110,.532,13.0,19.6,.106, loss
DET, 117, .583, 6.9, 26.8, .226, win
MIN, 90,.494,12.1,18.4,.167, loss
HOU, 102, .451, 12.5, 30.2, .207, win
OKC, 99,.463,15.2,20.0,.296, loss
NYK, 103, .488, 14.4, 26.7, .250, win
SAC, 100,.443,6.6,12.5,.264, loss
MIA, 100, .489, 10.8, 28.6, .121, loss
CHI, 105,.458,10.1,29.3,.333, win
CHO, 105, .512, 12.7, 26.7, .198, loss
CLE, 116,.664,16.6,20.6,.260, win
DAL, 87, .475, 9.6, 13.6, .152, loss
HOU, 109,.628,15.2,27.8,.216, win
POR, 111, .585, 16.0, 23.7, .183, loss
IND, 118,.572,12.0,23.8,.277, win
NOP, 105, .530, 14.5, 20.5, .205, loss
LAC, 133,.665,9.3,25.7,.085, win
GSW, 89, .500, 21.1, 21.7, .156, loss
MEM, 110,.483,9.1,25.6,.299, win
DEN, 121, .614, 11.3, 25.7, .229, win
ORL, 113,.551,4.8,12.5,.182, loss
BRK, 101, .454, 14.0, 21.2, .253, loss
SAS, 130,.606,8.9,18.2,.170, win
SAC, 84, .428, 9.5, 22.6, .078, loss
UTA, 104,.565,20.6,37.1,.221, win
MIL, 105, .589, 18.9, 20.0, .152, loss
WAS, 110,.500,8.2,26.7,.250, win
PHI, 97, .610, 20.9, 17.2, .206, win
DET, 79,.421,14.5,21.3,.122, loss
NYK, 118, .548, 9.3, 20.0, .310, win
LAL, 112,.534,12.5,20.0,.205, loss
GSW, 116, .536, 7.7, 14.6, .325, win
MIN, 108,.500,12.6,34.0,.333, loss
BOS, 96, .506, 12.2, 26.1, .056, loss
OKC, 99,.512,11.2,34.9,.169, win
NOP, 120, .474, 8.9, 24.6, .289, win
PHO, 119,.531,13.0,28.6,.177, loss
DEN, 92, .464, 15.0, 43.5, .181, loss
DAL, 112,.662,9.9,25.8,.130, win
BRK, 118, .569, 16.5, 17.6, .338, loss
HOU, 122,.555,11.6,23.9,.231, win
CHO, 94, .393, 11.7, 19.6, .333, loss
IND, 110,.585,10.6,11.9,.080, win
POR, 120, .563, 13.3, 34.2, .253, loss
LAC, 121,.534,10.6,31.0,.292, win
WAS, 101, .494, 13.0, 21.7, .214, loss
MIA, 112,.563,10.2,28.9,.148, win
LAL, 92, .452, 16.9, 33.3, .190, loss
SAC, 116,.619,18.4,37.1,.143, win
MIL, 100, .494, 10.2, 27.3, .135, loss
TOR, 122,.605,13.0,35.9,.296, win
ORL, 131, .672, 8.6, 13.5, .161, win
ATL, 120,.567,13.2,36.1,.213, loss
MIN, 99, .477, 12.8, 34.1, .198, win
CHI, 94,.460,8.6,27.7,.161, loss
MEM, 86, .430, 13.9, 23.4, .140, loss
CLE, 103,.531,15.7,23.8,.210, win
GSW, 113, .516, 10.4, 18.8, .158, win
NOP, 109,.561,15.7,14.3,.207, loss
NYK, 111, .428, 10.3, 19.6, .289, loss
PHO, 113,.457,13.7,33.3,.301, win
OKC, 95, .425, 16.8, 35.6, .241, loss
POR, 114,.588,12.4,20.0,.250, win
LAL, 97, .418, 8.6, 30.0, .231, loss
BRK, 107,.448,12.6,38.0,.349, win
DET, 95, .542, 19.1, 29.4, .254, win
DAL, 85,.462,11.5,13.0,.167, loss
SAC, 98, .484, 13.4, 23.5, .098, loss
HOU, 132,.718,14.8,22.2,.118, win
CLE, 85, .433, 11.9, 14.6, .267, loss
MEM, 93,.506,16.2,29.8,.136, win
IND, 89, .421, 7.7, 12.0, .157, loss
MIA, 95,.494,13.9,30.4,.171, win
LAC, 113, .588, 10.9, 20.6, .351, win
ORL, 108,.551,7.6,25.5,.112, loss
TOR, 123, .529, 8.0, 34.1, .356, win
PHI, 114,.552,12.6,36.8,.221, loss
BOS, 101, .500, 11.5, 19.5, .202, loss
SAS, 108,.600,15.7,15.6,.150, win
OKC, 89, .402, 8.7, 27.7, .280, loss
UTA, 109,.674,15.1,13.8,.167, win
CHO, 106, .608, 17.8, 14.7, .216, loss
WAS, 109,.546,12.9,30.0,.161, win
POR, 120, .511, 11.9, 32.6, .341, loss
DEN, 132,.601,13.1,16.1,.369, win
NYK, 90, .435, 9.8, 25.0, .097, loss
GSW, 103,.516,14.6,30.0,.042, win
CHI, 97, .507, 15.6, 17.1, .297, loss
MIL, 108,.532,7.4,27.1,.074, win
IND, 95, .431, 11.0, 13.7, .230, loss
NOP, 102,.477,14.0,23.5,.233, win
SAS, 107, .561, 19.0, 27.3, .324, win
PHO, 92,.459,12.3,21.2,.165, loss
CHO, 88, .367, 10.1, 29.3, .163, loss
BOS, 96,.494,12.7,11.9,.244, win
MIL, 95, .524, 11.1, 26.2, .110, win
CHI, 69,.332,10.8,31.1,.087, loss
NOP, 100, .454, 9.3, 22.8, .112, loss
HOU, 122,.574,12.0,27.7,.149, win
SAC, 96, .431, 10.3, 27.7, .338, win
MEM, 92,.409,12.3,28.9,.377, loss
LAC, 102, .476, 9.5, 15.9, .277, win
MIA, 98,.441,3.7,18.9,.172, loss
BRK, 111, .536, 15.3, 14.3, .265, loss
ORL, 118,.438,5.7,25.0,.340, win
LAL, 100, .513, 18.4, 20.0, .241, win
PHI, 89,.398,14.7,29.6,.216, loss
ATL, 125, .599, 12.3, 42.9, .256, win
TOR, 121,.605,8.5,21.6,.198, loss
DAL, 100, .532, 6.5, 17.5, .234, loss
UTA, 103,.631,17.2,28.6,.323, win
DET, 108, .547, 8.6, 23.3, .163, loss
WAS, 122,.649,5.3,9.1,.286, win
CHO, 107, .557, 11.4, 15.6, .102, win
ATL, 99,.523,11.4,20.0,.105, loss
LAL, 108, .570, 10.7, 23.3, .116, loss
CLE, 119,.601,7.6,26.2,.135, win
NYK, 114, .488, 10.2, 23.1, .450, loss
DEN, 127,.611,8.9,29.7,.189, win
IND, 105, .518, 8.7, 23.1, .229, win
DET, 90,.440,7.9,19.2,.190, loss
POR, 90, .442, 10.4, 13.0, .163, loss
GSW, 135,.667,13.2,27.3,.218, win
HOU, 111, .495, 13.2, 19.2, .167, win
MIN, 109,.484,16.8,26.0,.217, loss
PHO, 101, .478, 13.9, 33.3, .167, loss
OKC, 114,.549,11.9,27.0,.309, win
SAC, 79, .447, 15.2, 13.6, .145, loss
DAL, 99,.526,11.3,14.3,.234, win
UTA, 82, .515, 16.3, 14.7, .212, win
MEM, 73,.312,7.3,33.9,.161, loss
BOS, 105, .506, 10.1, 23.9, .156, win
MIA, 95,.587,22.3,18.8,.203, loss
TOR, 109, .534, 9.4, 23.8, .184, win
ORL, 79,.428,17.9,21.3,.096, loss
BRK, 107, .519, 14.5, 17.1, .284, loss
PHI, 108,.500,14.8,26.5,.227, win
NOP, 100, .517, 9.5, 17.8, .090, loss
SAS, 113,.552,12.0,29.3,.209, win
LAC, 110, .534, 13.3, 33.3, .195, loss
WAS, 117,.593,13.7,24.3,.259, win
DET, 82, .428, 11.0, 21.3, .133, loss
CHI, 113,.646,13.3,29.0,.085, win
DAL, 107, .617, 12.4, 13.2, .086, loss
DEN, 117,.652,11.2,21.9,.177, win
WAS, 105, .477, 13.1, 30.4, .239, loss
IND, 107,.511,13.5,20.5,.207, win
PHO, 108, .506, 14.9, 21.1, .305, loss
MIN, 115,.529,16.4,29.7,.279, win
ATL, 110, .607, 14.9, 14.7, .253, win
OKC, 108,.506,10.9,33.3,.230, loss
LAL, 113, .578, 11.2, 26.3, .100, loss
CHO, 117,.516,8.7,34.8,.213, win
UTA, 74, .414, 21.3, 19.6, .145, loss
GSW, 104,.494,9.3,20.9,.167, win
SAS, 102, .545, 17.8, 24.4, .234, win
HOU, 100,.413,13.3,37.7,.261, loss
DEN, 102, .494, 10.8, 31.9, .144, loss
LAC, 119,.640,11.6,13.9,.105, win
BOS, 112, .481, 10.1, 18.6, .420, win
MEM, 109,.468,11.0,34.0,.223, loss
ORL, 136, .548, 8.5, 13.3, .200, win
MIA, 130,.519,7.7,18.0,.167, loss
CLE, 114, .500, 8.9, 18.4, .253, win
MIL, 108,.500,12.3,24.4,.241, loss
IND, 111, .462, 7.9, 21.2, .297, loss
NYK, 118,.574,12.6,10.8,.193, win
NOP, 108, .484, 9.5, 30.2, .194, win
PHI, 93,.470,12.5,13.0,.195, loss
POR, 121, .535, 7.2, 35.7, .337, loss
SAC, 126,.625,9.9,13.3,.500, win
BRK, 104, .451, 13.4, 28.0, .242, loss
TOR, 116,.505,11.1,24.0,.264, win
MIN, 92, .476, 16.0, 35.7, .157, win
ATL, 84,.457,10.2,17.8,.110, loss
WAS, 107, .543, 9.7, 15.8, .220, win
CHI, 97,.432,11.9,30.9,.158, loss
MIL, 102, .526, 8.2, 15.4, .273, loss
CLE, 113,.580,10.3,21.4,.138, win
MEM, 98, .500, 8.1, 16.3, .195, win
DET, 86,.403,16.1,24.4,.389, loss
OKC, 121, .574, 9.2, 32.5, .227, win
NOP, 110,.523,8.4,14.3,.205, loss
HOU, 125, .640, 10.1, 23.1, .174, win
PHO, 111,.522,7.3,33.3,.151, loss
DAL, 96, .464, 9.7, 22.7, .229, win
POR, 95,.514,16.8,24.3,.292, loss
SAC, 94, .527, 10.6, 18.2, .216, win
UTA, 93,.507,11.6,17.5,.243, loss
GSW, 117, .510, 9.8, 22.0, .106, win
BRK, 101,.517,21.8,14.9,.140, loss
BOS, 109, .467, 8.8, 17.6, .250, win
IND, 102,.470,16.7,18.6,.305, loss
SAS, 101, .435, 10.4, 34.6, .228, loss
LAC, 106,.536,11.5,14.0,.205, win
LAL, 107, .522, 11.9, 19.6, .144, loss
MIA, 115,.601,11.4,24.4,.167, win
ORL, 95, .461, 14.2, 22.7, .133, loss
NYK, 106,.474,12.7,36.7,.156, win
OKC, 117, .581, 11.9, 25.6, .300, win
BOS, 112,.489,10.3,22.7,.226, loss
CHI, 91, .432, 8.2, 32.1, .083, loss
CHO, 103,.470,9.4,25.5,.286, win
BRK, 99, .494, 17.0, 14.9, .176, loss
CLE, 119,.495,9.1,22.9,.212, win
ATL, 109, .477, 7.4, 20.8, .314, win
DEN, 108,.526,13.8,18.4,.333, loss
GSW, 119, .630, 20.1, 11.4, .286, win
DET, 113,.565,11.8,11.9,.200, loss
DAL, 90, .466, 11.4, 28.6, .103, win
LAC, 88,.547,20.2,17.6,.095, loss
HOU, 109, .539, 12.8, 25.6, .146, loss
MEM, 115,.586,9.8,20.5,.247, win
WAS, 96, .513, 13.9, 13.2, .190, loss
MIL, 123,.619,10.7,24.2,.300, win
SAC, 109, .619, 11.3, 16.7, .125, win
MIN, 105,.532,11.7,30.0,.266, loss
MIA, 87, .460, 13.1, 21.6, .080, loss
NOP, 91,.433,8.4,18.6,.157, win
LAL, 90, .402, 14.1, 24.5, .230, loss
ORL, 109,.567,12.8,17.1,.090, win
PHI, 116, .584, 17.0, 20.0, .229, loss
PHO, 123,.608,17.3,35.5,.342, win
SAS, 110, .577, 12.1, 36.1, .256, win
POR, 90,.519,14.8,23.8,.101, loss
TOR, 104, .580, 10.2, 13.9, .123, win
UTA, 98,.506,15.3,22.5,.228, loss
GSW, 108, .539, 17.5, 16.1, .325, loss
CLE, 109,.453,9.9,32.7,.242, win
LAC, 102, .494, 13.7, 22.2, .212, loss
LAL, 111,.524,11.8,28.9,.274, win
BOS, 119, .559, 4.7, 27.3, .161, win
NYK, 114,.517,14.7,38.6,.276, loss
MIN, 100, .494, 11.4, 25.0, .217, loss
OKC, 112,.561,13.9,26.5,.244, win
CHI, 100, .494, 12.9, 30.4, .174, loss
SAS, 119,.618,12.2,31.4,.165, win
CHO, 118, .511, 9.5, 25.5, .234, loss
BRK, 120,.633,14.5,11.1,.333, win
IND, 85, .475, 15.8, 22.0, .099, loss
CHI, 90,.422,12.0,34.0,.241, win
CLE, 90, .449, 19.1, 22.2, .241, loss
DET, 106,.533,10.8,21.3,.087, win
PHO, 115, .460, 13.1, 30.2, .218, loss
HOU, 131,.582,16.0,21.3,.261, win
DEN, 106, .506, 12.9, 24.4, .280, win
LAC, 102,.518,10.6,9.1,.179, loss
ATL, 90, .470, 17.4, 37.0, .145, loss
MIN, 104,.543,13.5,27.5,.183, win
DAL, 104, .580, 10.6, 10.0, .227, loss
NOP, 111,.614,10.7,15.2,.357, win
MEM, 102, .526, 6.4, 7.9, .289, loss
ORL, 112,.587,8.8,20.0,.128, win
TOR, 95, .400, 10.2, 24.6, .200, win
POR, 91,.470,16.5,22.4,.157, loss
PHI, 100, .551, 20.2, 21.6, .165, loss
SAC, 102,.489,16.5,30.2,.195, win
MIL, 102, .506, 12.0, 23.3, .188, loss
WAS, 107,.582,15.4,18.9,.190, win
MEM, 103, .472, 9.8, 28.3, .227, loss
BOS, 113,.553,15.3,36.8,.224, win
HOU, 123, .635, 15.0, 27.8, .308, win
DAL, 107,.500,8.4,24.5,.230, loss
UTA, 102, .567, 18.2, 35.9, .227, win
LAL, 100,.494,13.1,37.5,.217, loss
OKC, 106, .543, 15.5, 37.8, .207, win
MIA, 94,.482,11.6,22.0,.183, loss
NYK, 98, .414, 14.0, 26.9, .226, loss
ATL, 102,.401,10.3,29.3,.208, win
BRK, 99, .506, 13.1, 19.6, .140, loss
CHI, 101,.415,15.2,37.8,.318, win
MIN, 103, .484, 7.3, 34.8, .128, loss
DEN, 105,.580,14.7,22.9,.136, win
MIL, 119, .637, 7.1, 8.3, .143, win
DET, 94,.477,9.5,23.9,.114, loss
TOR, 111, .451, 5.8, 31.1, .175, loss
GSW, 121,.654,18.4,25.7,.185, win
LAC, 98, .452, 9.7, 31.5, .138, loss
NOP, 102,.517,5.9,16.0,.138, win
CHO, 120, .607, 12.3, 29.4, .214, win
ORL, 101,.541,12.6,20.0,.093, loss
SAC, 89, .449, 11.0, 13.0, .228, loss
POR, 102,.554,15.2,13.2,.270, win
PHO, 98, .534, 19.9, 18.9, .257, loss
SAS, 119,.569,14.0,38.1,.230, win
IND, 105, .513, 12.4, 11.4, .304, loss
WAS, 111,.538,16.0,34.1,.346, win
MIA, 82, .463, 15.4, 8.5, .073, loss
CHO, 91,.414,7.3,20.8,.151, win
BOS, 118, .576, 10.5, 15.4, .235, loss
CLE, 124,.602,15.6,36.1,.289, win
DAL, 101, .584, 15.3, 27.0, .143, win
LAL, 89,.522,16.0,17.9,.265, loss
OKC, 80, .365, 16.6, 33.3, .351, loss
MEM, 114,.604,11.7,30.6,.183, win
TOR, 91, .447, 17.0, 20.5, .320, loss
PHO, 99,.500,17.7,26.1,.193, win
PHI, 83, .437, 14.2, 27.7, .080, loss
UTA, 100,.582,14.1,24.3,.205, win
DET, 98, .470, 16.2, 30.4, .226, loss
ATL, 105,.489,13.2,29.3,.216, win
MIA, 114, .594, 11.3, 26.5, .078, loss
BOS, 117,.628,13.0,14.3,.324, win
PHI, 124, .529, 9.5, 30.6, .368, win
DEN, 122,.530,8.9,27.5,.393, loss
DAL, 99, .462, 9.1, 22.0, .140, loss
GSW, 108,.565,12.5,12.1,.155, win
LAC, 116, .536, 12.7, 23.4, .135, loss
HOU, 140,.642,11.5,25.0,.444, win
CHI, 101, .452, 11.7, 30.6, .298, loss
IND, 111,.525,10.5,20.0,.321, win
MIL, 99, .595, 14.7, 21.2, .149, loss
MIN, 116,.643,11.3,26.7,.221, win
NYK, 92, .414, 12.3, 20.0, .161, loss
NOP, 104,.518,12.3,4.8,.188, win
POR, 94, .494, 11.3, 5.1, .234, loss
SAS, 110,.571,15.2,32.4,.269, win
BRK, 95, .500, 19.8, 14.3, .284, loss
WAS, 118,.633,17.6,23.5,.157, win
MIL, 116, .625, 12.0, 25.8, .276, win
CHI, 96,.458,10.3,29.2,.241, loss
CLE, 121, .588, 5.9, 21.6, .247, win
CHO, 109,.571,11.1,27.0,.256, loss
NYK, 122, .495, 5.7, 26.5, .171, loss
HOU, 129,.571,11.0,22.2,.261, win
LAC, 88, .467, 15.1, 16.3, .240, loss
OKC, 114,.538,8.8,20.5,.385, win
MEM, 112, .603, 7.1, 30.0, .080, win
SAC, 98,.507,12.5,28.2,.347, loss
PHO, 86, .454, 9.0, 18.4, .080, loss
UTA, 91,.534,15.5,15.8,.178, win
