Team, score,  Efg_pct, Turnover_PCT, orb_pct, ft_rate, class
LAC, 98, .471, 9.4, 17.0, .212, loss
GSW, 114,.534,10.8,22.4,.241, win
UTA, 89, .474, 20.4, 31.7, .208, win
HOU, 87,.507,14.3,10.3,.162, loss
SAC, 104, .505, 14.4, 29.2, .132, loss
MIN, 113,.594,15.3,25.7,.225, win
LAL, 107, .457, 8.7, 27.5, .237, loss
PHO, 119,.575,11.3,35.7,.129, win
DAL, 103, .484, 14.4, 23.9, .104, loss
POR, 109,.489,11.5,23.4,.247, win
MIA, 88, .526, 14.5, 15.0, .091, loss
SAS, 112,.568,9.8,25.0,.247, win
ATL, 122, .637, 14.6, 17.5, .179, win
WAS, 101,.489,15.6,22.7,.120, loss
CLE, 95, .494, 13.1, 23.4, .079, loss
BRK, 104,.506,8.5,22.7,.157, win
NOP, 84, .435, 14.9, 18.0, .118, loss
IND, 92,.500,13.2,7.3,.165, win
POR, 94, .438, 13.8, 20.0, .300, loss
LAC, 96,.476,14.5,25.6,.220, win
CHI, 94, .449, 7.6, 14.9, .157, loss
NYK, 106,.599,17.0,15.6,.197, win
UTA, 91, .514, 17.8, 23.7, .219, loss
OKC, 113,.596,13.1,27.0,.169, win
MIL, 90, .435, 13.6, 36.4, .202, loss
ATL, 101,.448,9.5,34.0,.144, win
CHO, 105, .473, 6.4, 13.0, .183, loss
DET, 112,.505,12.0,30.0,.220, win
DAL, 120, .542, 9.5, 31.3, .167, loss
GSW, 128,.608,6.7,16.3,.239, win
TOR, 109, .484, 8.7, 30.0, .191, loss
HOU, 112,.593,14.2,30.2,.198, win
DEN, 116, .532, 7.9, 26.5, .170, win
LAL, 105,.494,10.2,16.7,.247, loss
ORL, 97, .464, 12.7, 29.8, .226, loss
MIA, 108,.531,10.4,30.0,.288, win
PHO, 94, .420, 17.4, 31.0, .160, loss
SAC, 116,.483,10.1,23.5,.322, win
MEM, 104, .572, 10.1, 21.6, .108, loss
SAS, 110,.617,14.2,25.8,.195, win
MIN, 132, .573, 11.7, 20.0, .229, win
WAS, 129,.565,11.3,27.7,.160, loss
IND, 110, .552, 17.4, 15.4, .325, loss
BRK, 120,.578,17.7,21.9,.403, win
ATL, 112, .521, 3.8, 11.4, .137, win
DET, 95,.426,9.9,29.2,.227, loss
CHO, 115, .662, 8.8, 15.2, .230, win
MIL, 91,.464,9.0,23.1,.155, loss
UTA, 93, .524, 12.2, 17.9, .072, win
MIN, 84,.405,9.8,19.1,.190, loss
TOR, 115, .616, 13.2, 20.6, .342, win
NOP, 91,.459,6.9,18.0,.153, loss
CLE, 107, .530, 8.7, 32.6, .229, win
NYK, 93,.468,8.1,20.8,.241, loss
SAS, 92, .453, 11.4, 27.7, .163, loss
OKC, 111,.559,15.5,38.2,.188, win
CHI, 89, .443, 12.0, 22.4, .125, loss
ORL, 111,.579,12.1,29.3,.090, win
BOS, 102, .464, 16.5, 34.7, .286, win
PHO, 99,.476,17.5,27.3,.212, loss
PHI, 105, .473, 11.2, 18.2, .183, loss
POR, 108,.462,8.8,20.4,.264, win
PHI, 105, .522, 11.2, 19.6, .122, loss
GSW, 117,.614,16.4,20.0,.181, win
HOU, 101, .488, 12.6, 23.9, .212, loss
IND, 104,.523,11.9,31.3,.149, win
DEN, 90, .431, 13.1, 42.6, .096, loss
LAC, 105,.538,13.3,41.5,.238, win
WAS, 101, .590, 17.5, 16.7, .222, win
LAL, 88,.420,16.0,25.0,.172, loss
DAL, 111, .523, 11.7, 25.5, .216, loss
SAC, 133,.677,10.4,17.1,.268, win
ATL, 102, .453, 7.6, 14.9, .294, win
CHI, 100,.420,5.9,30.5,.104, loss
DAL, 97, .472, 3.1, 19.1, .159, win
DEN, 88,.507,21.1,19.4,.243, loss
BOS, 90, .388, 13.7, 33.3, .236, loss
LAC, 114,.589,13.2,22.5,.179, win
SAS, 101, .549, 14.1, 27.8, .306, win
MEM, 87,.434,13.0,28.3,.181, loss
BRK, 99, .552, 19.1, 28.6, .182, loss
MIA, 110,.601,11.8,21.2,.107, win
PHO, 116, .577, 18.2, 18.9, .226, loss
MIN, 121,.549,15.4,27.5,.395, win
NYK, 91, .461, 12.9, 12.8, .101, loss
NOP, 99,.480,12.5,14.3,.360, win
SAC, 93, .455, 12.6, 22.9, .135, loss
POR, 105,.563,17.8,13.5,.188, win
OKC, 119, .541, 9.1, 30.0, .302, win
TOR, 100,.452,8.0,22.6,.172, loss
LAL, 75, .347, 8.7, 13.7, .188, loss
UTA, 123,.612,6.7,30.2,.157, win
HOU, 106, .538, 12.6, 33.3, .266, win
CLE, 100,.442,10.1,19.6,.279, loss
OKC, 82, .415, 17.2, 27.5, .171, loss
DET, 88,.402,14.3,34.0,.207, win
WAS, 94, .448, 14.8, 12.7, .198, loss
GSW, 102,.500,14.1,14.6,.172, win
CHI, 98, .483, 13.8, 27.9, .161, win
IND, 96,.450,10.1,31.0,.167, loss
BRK, 105, .500, 15.8, 31.8, .329, loss
ORL, 139,.692,9.1,16.7,.143, win
CHO, 100, .477, 13.6, 20.0, .195, win
PHI, 85,.396,9.1,14.1,.094, loss
NYK, 89, .474, 19.1, 24.3, .208, loss
DAL, 91,.459,14.0,29.2,.153, win
MIA, 100, .494, 14.9, 31.8, .174, loss
LAL, 102,.392,7.3,31.7,.216, win
DEN, 109, .571, 13.7, 29.7, .256, win
MEM, 105,.463,8.6,39.2,.179, loss
PHO, 94, .482, 19.4, 34.1, .155, loss
MIL, 105,.519,12.4,20.9,.325, win
LAC, 99, .494, 7.1, 15.2, .190, win
MIN, 79,.391,14.5,29.2,.126, loss
WAS, 111, .534, 17.0, 22.7, .180, loss
SAC, 120,.607,14.4,15.8,.214, win
NOP, 92, .500, 16.2, 25.6, .150, loss
SAS, 100,.560,12.4,15.4,.213, win
ATL, 97, .530, 16.9, 23.4, .108, loss
TOR, 105,.519,10.6,19.5,.275, win
GSW, 103, .506, 15.7, 19.1, .146, win
UTA, 96,.451,12.5,30.2,.141, loss
BRK, 87, .394, 14.1, 24.1, .138, loss
CLE, 107,.506,14.8,17.6,.218, win
CHI, 103, .552, 14.8, 13.5, .234, win
HOU, 100,.450,8.3,26.0,.211, loss
ORL, 114, .561, 11.7, 28.9, .144, win
IND, 94,.459,16.6,35.4,.174, loss
DEN, 95, .494, 12.6, 17.8, .157, loss
NOP, 101,.517,14.6,30.4,.089, win
LAC, 117, .658, 12.3, 14.7, .224, loss
OKC, 119,.575,12.5,44.7,.218, win
BOS, 109, .472, 12.7, 31.4, .295, loss
POR, 116,.533,12.8,31.9,.222, win
CLE, 110, .459, 9.7, 20.4, .204, win
ATL, 108,.447,12.4,9.8,.242, loss
PHI, 91, .422, 8.3, 16.1, .167, loss
CHO, 100,.470,10.3,17.0,.250, win
DAL, 98, .506, 9.9, 18.6, .141, win
DET, 89,.463,10.7,23.1,.173, loss
BOS, 109, .517, 12.3, 25.0, .218, win
GSW, 106,.578,19.9,19.5,.120, loss
TOR, 99, .507, 17.7, 31.4, .380, win
MEM, 95,.445,12.4,37.5,.154, loss
ORL, 110, .581, 18.0, 11.4, .116, loss
MIL, 113,.570,14.2,21.4,.174, win
BRK, 91, .376, 9.1, 33.9, .149, loss
NYK, 105,.583,16.3,17.9,.083, win
WAS, 106, .500, 11.0, 18.8, .233, win
PHO, 99,.425,13.3,32.7,.215, loss
MIA, 112, .585, 16.7, 21.9, .195, win
SAC, 106,.477,11.5,34.0,.264, loss
MIN, 85, .500, 15.2, 23.8, .076, loss
UTA, 98,.583,15.4,31.4,.194, win
DET, 94, .487, 9.9, 16.3, .263, win
CHI, 90,.438,10.4,22.4,.148, loss
SAC, 115, .511, 6.4, 23.9, .284, win
DEN, 106,.484,8.9,28.8,.185, loss
IND, 115, .571, 12.1, 16.7, .226, win
PHI, 102,.506,14.5,16.0,.217, loss
MIA, 93, .420, 11.5, 24.5, .216, loss
POR, 110,.582,14.4,21.1,.228, win
TOR, 95, .538, 13.3, 15.8, .113, loss
SAS, 102,.487,13.4,36.6,.351, win
NOP, 106, .605, 12.2, 14.7, .184, win
BRK, 87,.435,17.5,43.8,.153, loss
CHO, 103, .507, 14.6, 26.2, .342, loss
CLE, 112,.639,16.1,38.5,.072, win
POR, 111, .500, 11.6, 25.6, .306, loss
GSW, 136,.670,10.9,29.7,.205, win
OKC, 110, .506, 16.5, 39.5, .329, loss
HOU, 118,.466,7.4,38.6,.225, win
WAS, 109, .516, 11.9, 33.3, .128, loss
LAC, 114,.553,10.0,22.7,.235, win
BOS, 107, .495, 10.6, 20.0, .187, win
LAL, 100,.444,9.7,21.2,.222, loss
CHI, 102, .574, 11.6, 17.1, .230, win
MIL, 98,.482,13.0,34.9,.188, loss
DAL, 88, .470, 10.0, 30.0, .120, win
MIN, 78,.437,16.9,17.1,.225, loss
IND, 92, .463, 15.1, 17.5, .210, win
NYK, 87,.380,8.7,28.1,.146, loss
MEM, 107, .506, 12.2, 28.6, .191, loss
ORL, 119,.533,8.9,27.7,.256, win
UTA, 101, .543, 10.2, 10.8, .160, win
PHO, 86,.474,19.6,29.3,.154, loss
PHO, 90, .444, 20.3, 22.9, .222, loss
ATL, 103,.468,13.4,24.5,.147, win
OKC, 124, .615, 14.8, 31.7, .195, win
DEN, 102,.477,11.5,19.2,.205, loss
MIN, 124, .558, 14.3, 14.0, .326, win
GSW, 117,.561,18.5,20.9,.071, loss
LAL, 81, .349, 13.8, 25.9, .277, loss
LAC, 103,.558,12.7,17.1,.205, win
CHI, 92, .513, 19.0, 30.2, .169, loss
MEM, 108,.489,10.1,29.3,.264, win
DET, 89, .431, 12.5, 26.1, .250, loss
MIA, 107,.577,9.1,18.4,.119, win
CLE, 109, .667, 16.8, 6.5, .120, win
MIL, 80,.420,9.7,23.5,.068, loss
NOP, 93, .494, 16.0, 31.8, .146, loss
PHI, 107,.528,7.7,23.9,.159, win
POR, 115, .495, 11.8, 38.0, .247, win
SAC, 107,.596,17.9,9.1,.179, loss
CHO, 90, .426, 5.8, 21.6, .170, loss
TOR, 96,.474,10.7,17.9,.282, win
SAS, 88, .493, 9.1, 10.3, .236, win
UTA, 86,.507,17.2,15.2,.250, loss
NOP, 97, .494, 20.0, 19.5, .256, loss
BOS, 104,.471,8.3,16.3,.253, win
HOU, 86, .474, 14.9, 30.8, .154, loss
DAL, 88,.475,12.2,31.0,.150, win
CLE, 109, .527, 10.1, 19.4, .419, loss
IND, 123,.663,13.5,25.7,.213, win
LAC, 91, .488, 10.1, 23.3, .120, win
LAL, 81,.378,11.0,29.1,.144, loss
CHO, 111, .533, 7.6, 25.0, .167, win
NYK, 97,.538,17.5,27.0,.167, loss
DET, 108, .517, 10.7, 25.0, .221, win
ORL, 104,.500,12.5,27.3,.156, loss
OKC, 115, .522, 14.0, 38.8, .220, loss
POR, 120,.601,13.7,22.5,.226, win
BRK, 103, .462, 8.9, 22.9, .196, loss
WAS, 121,.547,9.6,37.2,.179, win
TOR, 87, .429, 10.6, 18.2, .179, loss
ATL, 95,.513,13.2,11.6,.224, win
SAS, 101, .531, 11.8, 12.2, .200, loss
GSW, 112,.614,14.6,20.6,.120, win
PHO, 124, .532, 15.1, 48.8, .255, win
HOU, 115,.662,17.3,15.6,.230, loss
CHI, 98, .468, 11.7, 27.3, .321, loss
MIA, 106,.500,9.1,34.1,.152, win
MIN, 105, .519, 13.8, 30.2, .275, win
SAC, 97,.459,16.8,36.2,.224, loss
MIL, 109, .530, 16.4, 18.9, .238, loss
BOS, 124,.603,12.9,11.4,.385, win
BRK, 99, .478, 12.2, 33.3, .120, loss
CHO, 113,.578,11.6,25.6,.205, win
MEM, 93, .443, 13.4, 31.9, .184, loss
DAL, 103,.600,18.1,18.2,.517, win
SAS, 98, .441, 9.3, 17.0, .271, loss
DEN, 102,.500,10.4,17.8,.186, win
WAS, 99, .477, 11.1, 22.9, .198, loss
DET, 112,.558,11.8,21.9,.338, win
LAL, 102, .488, 12.3, 22.7, .284, loss
NOP, 110,.595,15.3,27.3,.203, win
MIA, 109, .490, 9.9, 42.6, .110, loss
ORL, 112,.555,9.6,16.7,.256, win
NYK, 109, .495, 8.0, 27.9, .209, win
PHI, 102,.429,7.8,24.2,.264, loss
IND, 98, .494, 8.9, 22.5, .193, loss
TOR, 111,.618,15.9,17.2,.397, win
LAC, 102, .524, 10.7, 17.4, .181, win
UTA, 99,.506,16.3,20.0,.195, loss
BOS, 107, .506, 13.0, 20.4, .178, loss
ATL, 118,.619,15.5,14.3,.102, win
CLE, 102, .548, 14.2, 27.3, .133, loss
CHI, 105,.494,10.9,30.2,.191, win
GSW, 100, .506, 10.6, 15.9, .138, win
MEM, 99,.422,5.4,29.3,.188, loss
PHO, 121, .578, 15.0, 27.5, .301, win
NOP, 100,.447,9.6,23.6,.158, loss
MIN, 106, .518, 10.4, 33.3, .226, win
POR, 105,.556,16.2,31.4,.200, loss
OKC, 112, .562, 18.4, 35.1, .259, loss
SAC, 114,.548,9.7,34.0,.117, win
UTA, 100, .532, 9.3, 23.9, .203, win
DEN, 84,.438,11.1,13.6,.175, loss
LAL, 110, .566, 16.5, 17.9, .193, loss
HOU, 130,.597,10.9,32.7,.133, win
BRK, 105, .462, 12.8, 20.0, .231, loss
IND, 129,.622,17.0,35.9,.256, win
DAL, 91, .459, 13.7, 12.2, .311, loss
LAC, 98,.546,9.8,12.5,.197, win
ORL, 96, .488, 14.9, 14.0, .181, loss
MIA, 118,.597,11.7,12.1,.338, win
TOR, 93, .519, 6.5, 17.1, .154, win
NYK, 89,.399,7.5,29.5,.202, loss
MIL, 109, .500, 16.3, 20.0, .253, win
PHI, 108,.474,10.8,22.4,.177, loss
GSW, 92, .506, 13.3, 16.7, .182, win
SAS, 86,.394,10.1,31.6,.167, loss
CHO, 98, .420, 13.5, 17.0, .370, loss
WAS, 113,.581,11.5,9.8,.250, win
CHO, 114, .593, 13.4, 17.5, .222, win
BOS, 100,.427,10.5,26.0,.270, loss
WAS, 120, .567, 12.3, 23.1, .213, win
BRK, 111,.500,8.5,25.5,.133, loss
ATL, 94, .494, 13.8, 20.8, .092, loss
CLE, 109,.548,14.0,22.0,.217, win
HOU, 129, .645, 14.9, 21.1, .209, win
MIN, 105,.488,11.8,22.2,.289, loss
CHI, 121, .636, 9.2, 17.9, .299, win
NOP, 116,.588,9.8,25.0,.275, loss
LAL, 79, .327, 13.7, 18.5, .321, loss
OKC, 112,.500,9.3,25.5,.167, win
MIL, 98, .545, 21.0, 35.1, .167, loss
ORL, 107,.530,9.4,27.3,.214, win
SAC, 105, .530, 15.9, 10.5, .205, win
PHO, 101,.435,15.0,32.1,.140, loss
DAL, 101, .512, 9.0, 23.8, .222, win
UTA, 92,.513,10.5,14.0,.169, loss
MIA, 99, .532, 13.8, 21.1, .205, win
DET, 93,.435,13.4,36.7,.238, loss
NYK, 90, .513, 15.2, 19.5, .100, loss
IND, 102,.550,12.8,21.6,.175, win
MEM, 84, .436, 14.8, 28.3, .105, loss
LAC, 110,.627,9.7,24.2,.213, win
OKC, 98, .437, 17.6, 36.7, .253, loss
SAS, 102,.448,9.8,22.9,.276, win
PHI, 98, .552, 12.9, 16.3, .169, loss
TOR, 122,.558,11.2,39.0,.168, win
MIA, 88, .443, 7.9, 32.6, .114, loss
BOS, 98,.459,6.8,25.0,.221, win
TOR, 103, .511, 8.3, 32.0, .086, win
BRK, 96,.494,7.8,10.9,.090, loss
PHI, 105, .562, 12.8, 9.8, .173, loss
CHI, 115,.560,15.2,37.2,.265, win
ORL, 103, .505, 9.2, 10.9, .121, loss
CHO, 117,.610,8.7,12.8,.140, win
DET, 112, .529, 11.0, 20.5, .259, win
CLE, 110,.510,8.8,17.4,.113, loss
SAS, 96, .514, 14.1, 21.1, .270, win
DAL, 91,.481,12.2,24.4,.221, loss
MEM, 104, .469, 11.0, 25.0, .122, loss
GSW, 125,.644,15.3,30.8,.149, win
SAC, 81, .391, 14.3, 26.8, .063, loss
HOU, 116,.536,11.7,29.2,.124, win
UTA, 96, .524, 12.7, 17.0, .108, loss
LAL, 101,.518,12.4,21.1,.153, win
IND, 97, .494, 15.3, 25.0, .089, win
MIL, 92,.466,13.9,16.3,.126, loss
NOP, 109, .495, 13.6, 20.8, .196, loss
MIN, 144,.727,11.9,17.9,.221, win
LAC, 105, .495, 12.9, 13.0, .104, loss
PHO, 114,.490,12.8,34.6,.172, win
DEN, 99, .463, 16.4, 38.5, .128, loss
POR, 107,.500,13.2,28.3,.202, win
ATL, 98, .463, 18.9, 18.4, .284, loss
WAS, 109,.528,15.8,22.4,.182, win
BOS, 101, .417, 8.3, 27.3, .157, loss
ATL, 102,.436,9.8,27.1,.314, win
HOU, 78, .393, 20.2, 25.5, .143, loss
GSW, 104,.484,12.9,28.3,.176, win
DAL, 70, .321, 11.2, 17.6, .190, loss
OKC, 108,.525,16.3,36.8,.300, win
IND, 100, .500, 12.4, 22.0, .266, win
TOR, 90,.405,16.6,40.8,.329, loss
DET, 101, .610, 11.1, 15.2, .164, loss
CLE, 106,.511,4.0,27.3,.182, win
POR, 95, .458, 11.3, 21.3, .229, loss
LAC, 115,.577,8.6,26.8,.321, win
CHO, 91, .477, 11.9, 20.0, .446, loss
MIA, 123,.629,6.0,40.0,.188, win
MEM, 74, .443, 16.4, 22.2, .051, loss
SAS, 106,.580,12.2,26.5,.148, win
HOU, 106, .506, 16.9, 31.6, .329, loss
GSW, 115,.543,10.9,34.2,.333, win
DAL, 85, .457, 11.7, 23.9, .122, win
OKC, 84,.375,13.1,35.8,.163, loss
IND, 87, .443, 13.5, 15.8, .357, loss
TOR, 98,.469,12.5,30.8,.288, win
BOS, 72, .347, 13.0, 17.9, .125, loss
ATL, 89,.457,14.4,8.3,.171, win
MEM, 68, .337, 12.2, 28.1, .116, loss
SAS, 94,.538,17.8,9.7,.348, win
DET, 90, .462, 11.5, 26.2, .231, loss
CLE, 107,.625,12.2,17.1,.088, win
POR, 81, .368, 9.3, 27.3, .154, loss
LAC, 102,.506,8.4,24.5,.161, win
CHO, 103, .433, 6.3, 31.9, .292, loss
MIA, 115,.638,8.5,11.1,.237, win
OKC, 131, .673, 13.0, 28.1, .333, win
DAL, 102,.513,11.6,15.4,.316, loss
GSW, 96, .468, 13.2, 18.2, .278, loss
HOU, 97,.451,13.5,31.4,.152, win
TOR, 101, .468, 9.8, 34.1, .138, win
IND, 85,.426,16.2,23.1,.397, loss
ATL, 103, .494, 12.0, 15.9, .209, loss
BOS, 111,.530,13.5,17.1,.293, win
CLE, 101, .563, 10.4, 30.8, .138, win
DET, 91,.527,7.8,12.8,.176, loss
SAS, 96, .532, 9.5, 17.5, .182, win
MEM, 87,.439,13.4,31.9,.183, loss
MIA, 80, .386, 13.2, 24.0, .241, loss
CHO, 96,.417,2.9,18.0,.233, win
OKC, 119, .572, 8.4, 31.6, .289, win
DAL, 108,.566,10.8,18.9,.169, loss
TOR, 83, .419, 16.3, 28.2, .284, loss
IND, 100,.506,11.4,34.1,.165, win
LAC, 88, .426, 9.2, 21.6, .148, loss
POR, 96,.460,14.1,32.7,.184, win
ATL, 95, .434, 11.8, 23.1, .091, loss
BOS, 104,.484,12.0,24.5,.138, win
CLE, 100, .494, 5.1, 22.2, .174, win
DET, 98,.553,9.6,18.4,.184, loss
GSW, 121, .635, 14.3, 16.7, .090, win
HOU, 94,.455,16.0,20.0,.295, loss
SAS, 116, .556, 9.6, 36.1, .321, win
MEM, 95,.481,15.9,33.3,.256, loss
MIA, 85, .467, 16.6, 25.0, .184, loss
CHO, 89,.427,9.3,14.3,.333, win
DAL, 104, .519, 8.9, 31.7, .247, loss
OKC, 118,.568,7.8,38.9,.321, win
LAC, 84, .399, 8.5, 19.2, .202, loss
POR, 98,.483,13.7,33.3,.148, win
BOS, 83, .422, 18.5, 20.8, .234, loss
ATL, 110,.510,10.4,27.7,.125, win
IND, 99, .541, 14.4, 21.6, .274, loss
TOR, 102,.439,6.7,26.7,.366, win
HOU, 81, .358, 14.1, 39.3, .137, loss
GSW, 114,.628,9.1,16.2,.134, win
POR, 108, .518, 8.4, 19.6, .265, win
LAC, 98,.453,9.2,15.4,.233, loss
CHO, 90, .464, 11.7, 10.2, .143, win
MIA, 88,.451,13.5,14.3,.185, loss
ATL, 104, .568, 17.3, 8.3, .270, win
BOS, 92,.399,10.5,20.4,.181, loss
MIA, 97, .506, 11.8, 29.7, .157, win
CHO, 90,.454,9.4,12.5,.276, loss
TOR, 83, .424, 15.1, 31.9, .203, loss
IND, 101,.513,13.8,32.4,.303, win
LAC, 103, .471, 7.4, 36.4, .241, loss
POR, 106,.523,11.1,37.5,.186, win
OKC, 92, .447, 9.6, 22.4, .188, loss
SAS, 124,.661,8.0,15.6,.155, win
POR, 106, .454, 7.8, 20.4, .186, loss
GSW, 118,.533,10.6,34.8,.231, win
CHO, 73, .363, 7.3, 5.9, .143, loss
MIA, 106,.534,8.6,23.3,.124, win
IND, 84, .527, 14.5, 13.9, .096, loss
TOR, 89,.427,7.7,35.3,.146, win
ATL, 93, .443, 11.1, 30.6, .184, loss
CLE, 104,.536,8.0,23.3,.181, win
OKC, 98, .513, 16.9, 24.3, .215, win
SAS, 97,.457,9.1,18.8,.117, loss
POR, 99, .525, 15.9, 13.6, .173, loss
GSW, 110,.505,9.1,23.3,.198, win
MIA, 102, .494, 14.8, 22.9, .157, win
TOR, 96,.478,13.6,8.9,.124, loss
ATL, 98, .500, 16.0, 20.5, .380, loss
CLE, 123,.615,7.6,27.3,.184, win
MIA, 92, .525, 19.9, 25.7, .114, loss
TOR, 96,.441,7.9,26.5,.151, win
CLE, 121, .618, 15.7, 45.0, .188, win
ATL, 108,.583,13.6,14.0,.119, loss
SAS, 100, .500, 8.1, 11.4, .316, win
OKC, 96,.476,13.4,25.0,.220, loss
TOR, 95, .529, 13.6, 16.7, .300, win
MIA, 91,.455,9.3,21.6,.273, loss
GSW, 108, .557, 11.2, 26.8, .114, loss
POR, 120,.564,9.2,26.2,.267, win
CLE, 100, .523, 13.8, 29.8, .091, win
ATL, 99,.536,11.9,25.0,.120, loss
SAS, 97, .482, 11.5, 23.1, .176, loss
OKC, 111,.563,11.6,28.6,.278, win
TOR, 87, .429, 13.2, 17.5, .179, loss
MIA, 94,.456,10.8,15.8,.263, win
GSW, 132, .553, 11.3, 22.7, .284, win
POR, 125,.476,13.0,31.6,.226, loss
OKC, 95, .481, 18.3, 36.6, .256, win
SAS, 91,.443,6.8,20.4,.148, loss
POR, 121, .500, 8.4, 27.1, .315, loss
GSW, 125,.595,14.2,20.9,.298, win
MIA, 91, .442, 12.7, 31.7, .299, loss
TOR, 99,.475,8.9,26.2,.272, win
SAS, 99, .462, 9.1, 21.7, .140, loss
OKC, 113,.506,9.2,31.8,.318, win
TOR, 91, .439, 7.9, 19.0, .232, loss
MIA, 103,.518,7.0,16.7,.190, win
MIA, 89, .493, 13.7, 18.9, .250, loss
TOR, 116,.512,8.0,46.5,.341, win
OKC, 108, .483, 9.6, 21.7, .247, win
GSW, 102,.500,12.4,16.0,.121, loss
TOR, 84, .454, 14.2, 10.3, .197, loss
CLE, 115,.601,15.3,34.5,.351, win
OKC, 91, .494, 14.8, 18.9, .179, loss
GSW, 118,.582,11.0,34.1,.224, win
TOR, 89, .457, 11.8, 15.2, .171, loss
CLE, 108,.546,8.9,18.4,.329, win
CLE, 84, .443, 9.5, 16.0, .177, loss
TOR, 99,.530,9.2,27.3,.133, win
GSW, 105, .467, 11.2, 19.6, .207, loss
OKC, 133,.543,10.0,28.2,.359, win
CLE, 99, .548, 10.3, 27.8, .096, loss
TOR, 105,.583,8.5,24.3,.179, win
GSW, 94, .469, 18.5, 16.7, .238, loss
OKC, 118,.483,13.6,33.3,.344, win
TOR, 78, .413, 17.6, 11.6, .304, loss
CLE, 116,.636,15.4,31.3,.234, win
OKC, 111, .500, 14.3, 27.7, .220, loss
GSW, 120,.524,13.0,25.6,.365, win
CLE, 113, .655, 10.7, 13.3, .216, win
TOR, 87,.468,12.2,17.1,.165, loss
GSW, 108, .528, 12.4, 28.3, .170, win
OKC, 101,.439,12.6,34.0,.244, loss
OKC, 88, .421, 6.8, 28.0, .146, loss
GSW, 96,.535,11.1,23.3,.059, win
CLE, 89, .423, 13.9, 31.9, .214, loss
GSW, 104,.546,9.0,22.0,.103, win
CLE, 77, .386, 16.0, 20.9, .203, loss
GSW, 110,.636,19.0,32.4,.086, win
GSW, 90, .480, 17.1, 18.6, .224, loss
CLE, 120,.593,11.7,41.5,.132, win
GSW, 108, .512, 7.8, 36.8, .309, win
CLE, 97,.506,10.6,35.6,.185, loss
CLE, 112, .590, 14.7, 21.1, .169, win
GSW, 97,.443,14.6,28.3,.216, loss
GSW, 101, .494, 12.9, 19.6, .244, loss
CLE, 115,.584,9.9,23.5,.325, win
CLE, 93, .439, 10.6, 22.0, .256, win
GSW, 89,.476,10.1,15.2,.120, loss
NYK, 88, .420, 15.8, 24.5, .172, loss
CLE, 117,.548,12.0,27.5,.149, win
SAS, 129, .541, 10.6, 43.8, .235, win
GSW, 100,.512,14.7,19.0,.153, loss
UTA, 104, .537, 11.0, 17.1, .195, loss
POR, 113,.607,12.4,16.7,.293, win
BRK, 117, .521, 13.1, 30.0, .165, loss
BOS, 122,.601,16.4,29.3,.169, win
DAL, 121, .519, 11.8, 18.5, .125, loss
IND, 130,.559,12.9,17.0,.280, win
HOU, 114, .552, 12.5, 26.3, .221, loss
LAL, 120,.573,13.2,27.5,.202, win
MIN, 98, .453, 9.2, 30.6, .233, loss
MEM, 102,.519,12.4,26.8,.238, win
CHO, 107, .489, 9.1, 23.4, .225, win
MIL, 96,.440,7.4,20.0,.163, loss
DEN, 107, .494, 19.7, 28.2, .301, win
NOP, 102,.429,9.6,9.6,.250, loss
MIA, 108, .505, 8.8, 34.8, .103, win
ORL, 96,.416,9.8,29.4,.247, loss
OKC, 103, .447, 8.7, 25.5, .202, win
PHI, 97,.470,12.0,11.1,.214, loss
SAC, 113, .547, 11.8, 24.4, .221, win
PHO, 94,.494,16.8,24.4,.234, loss
DET, 91, .440, 12.2, 17.8, .202, loss
TOR, 109,.494,10.0,30.4,.279, win
WAS, 99, .457, 15.7, 24.0, .138, loss
ATL, 114,.568,18.0,33.3,.159, win
BOS, 99, .553, 11.3, 7.5, .197, loss
CHI, 105,.451,10.2,35.3,.239, win
LAC, 114, .451, 5.9, 27.8, .352, win
POR, 106,.482,12.4,21.4,.282, loss
SAS, 102, .494, 9.0, 20.9, .304, win
SAC, 94,.443,14.7,16.2,.457, loss
IND, 94, .413, 10.9, 25.9, .133, loss
BRK, 103,.494,14.3,25.5,.195, win
HOU, 106, .579, 17.7, 15.2, .357, win
DAL, 98,.488,9.0,14.3,.250, loss
ORL, 82, .389, 8.2, 24.1, .084, loss
DET, 108,.542,10.9,23.1,.053, win
CHO, 97, .418, 7.2, 24.1, .217, win
MIA, 91,.453,16.7,23.4,.151, loss
GSW, 122, .533, 11.9, 19.6, .275, win
NOP, 114,.495,10.6,23.1,.150, loss
PHO, 110, .473, 12.2, 14.0, .223, loss
OKC, 113,.443,16.3,27.5,.292, win
CLE, 94, .494, 16.1, 21.4, .203, win
TOR, 91,.411,15.5,36.7,.189, loss
LAL, 89, .435, 13.1, 24.4, .190, loss
UTA, 96,.453,13.1,28.9,.373, win
IND, 101, .528, 12.4, 19.0, .091, loss
CHI, 118,.576,11.2,34.2,.221, win
BOS, 104, .574, 12.8, 11.1, .136, win
CHO, 98,.462,7.9,13.6,.316, loss
ORL, 99, .500, 17.3, 32.5, .179, loss
CLE, 105,.472,8.2,26.0,.250, win
POR, 115, .510, 12.3, 10.0, .153, win
DEN, 113,.410,12.7,28.6,.310, loss
BRK, 108, .506, 15.7, 23.4, .274, loss
MIL, 110,.511,12.4,19.0,.227, win
