Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, class
PHO,  .473,  14.1,  22.4,  .242, LAL, .511, 15.3, 34.1, .300,  loss
LAL, .511, 15.3, 34.1, .300, PHO,  .473,  14.1,  22.4,  .242,  win
POR,  .549,  15.3,  13.5,  .310, MEM, .420, 12.0, 27.3, .321,  win
MEM, .420, 12.0, 27.3, .321, POR,  .549,  15.3,  13.5,  .310,  loss
UTA,  .560,  10.0,  19.4,  .400, NYK, .554, 11.6, 27.0, .205,  win
NYK, .554, 11.6, 27.0, .205, UTA,  .560,  10.0,  19.4,  .400,  loss
SAC,  .468,  8.9,  30.2,  .295, TOR, .399, 5.8, 27.7, .286,  win
TOR, .399, 5.8, 27.7, .286, SAC,  .468,  8.9,  30.2,  .295,  loss
ORL,  .441,  13.8,  12.8,  .059, CHI, .489, 7.2, 31.3, .281,  loss
CHI, .489, 7.2, 31.3, .281, ORL,  .441,  13.8,  12.8,  .059,  win
IND,  .473,  15.2,  23.1,  .117, CHO, .560, 10.1, 7.0, .333,  loss
CHO, .560, 10.1, 7.0, .333, IND,  .473,  15.2,  23.1,  .117,  win
NOP,  .531,  17.1,  28.2,  .263, GSW, .589, 13.6, 23.8, .111,  loss
GSW, .589, 13.6, 23.8, .111, NOP,  .531,  17.1,  28.2,  .263,  win
DET,  .390,  10.5,  20.0,  .220, LAC, .625, 10.5, 6.7, .250,  loss
LAC, .625, 10.5, 6.7, .250, DET,  .390,  10.5,  20.0,  .220,  win
MIA,  .393,  11.4,  24.5,  .226, OKC, .488, 14.7, 25.6, .165,  loss
OKC, .488, 14.7, 25.6, .165, MIA,  .393,  11.4,  24.5,  .226,  win
UTA,  .571,  9.6,  23.3,  .141, PHI, .448, 17.2, 20.5, .195,  win
PHI, .448, 17.2, 20.5, .195, UTA,  .571,  9.6,  23.3,  .141,  loss
HOU,  .627,  17.2,  17.1,  .190, WAS, .468, 11.2, 34.0, .191,  win
WAS, .468, 11.2, 34.0, .191, HOU,  .627,  17.2,  17.1,  .190,  loss
MIN,  .489,  13.3,  28.3,  .217, BRK, .632, 18.6, 16.1, .303,  loss
BRK, .632, 18.6, 16.1, .303, MIN,  .489,  13.3,  28.3,  .217,  win
ATL,  .574,  17.2,  29.7,  .210, CLE, .429, 5.2, 25.0, .212,  win
CLE, .429, 5.2, 25.0, .212, ATL,  .574,  17.2,  29.7,  .210,  loss
DAL,  .585,  11.0,  21.6,  .159, LAL, .551, 16.0, 21.6, .141,  win
LAL, .551, 16.0, 21.6, .141, DAL,  .585,  11.0,  21.6,  .159,  loss
DEN,  .571,  20.6,  20.0,  .386, MEM, .552, 12.9, 19.5, .151,  loss
MEM, .552, 12.9, 19.5, .151, DEN,  .571,  20.6,  20.0,  .386,  win
PHO,  .541,  13.7,  34.9,  .326, POR, .642, 17.6, 21.2, .247,  loss
POR, .642, 17.6, 21.2, .247, PHO,  .541,  13.7,  34.9,  .326,  win
NOP,  .482,  9.8,  17.1,  .155, SAC, .531, 10.0, 13.2, .198,  loss
SAC, .531, 10.0, 13.2, .198, NOP,  .482,  9.8,  17.1,  .155,  win
CHI,  .500,  11.5,  18.6,  .176, ATL, .560, 18.1, 36.1, .265,  loss
ATL, .560, 18.1, 36.1, .265, CHI,  .500,  11.5,  18.6,  .176,  win
UTA,  .512,  11.8,  23.8,  .171, CHO, .512, 7.8, 12.2, .244,  loss
CHO, .512, 7.8, 12.2, .244, UTA,  .512,  11.8,  23.8,  .171,  win
DAL,  .430,  6.6,  27.7,  .244, GSW, .696, 15.2, 14.7, .176,  loss
GSW, .696, 15.2, 14.7, .176, DAL,  .430,  6.6,  27.7,  .244,  win
PHI,  .558,  14.1,  21.7,  .095, IND, .594, 13.9, 17.5, .167,  loss
IND, .594, 13.9, 17.5, .167, PHI,  .558,  14.1,  21.7,  .095,  win
POR,  .386,  12.9,  21.2,  .136, LAC, .500, 6.5, 28.0, .276,  loss
LAC, .500, 6.5, 28.0, .276, POR,  .386,  12.9,  21.2,  .136,  win
BRK,  .487,  16.5,  14.6,  .241, NYK, .533, 12.3, 21.4, .130,  loss
NYK, .533, 12.3, 21.4, .130, BRK,  .487,  16.5,  14.6,  .241,  win
TOR,  .584,  10.6,  20.0,  .181, OKC, .500, 17.8, 28.2, .378,  win
OKC, .500, 17.8, 28.2, .378, TOR,  .584,  10.6,  20.0,  .181,  loss
MIN,  .592,  5.7,  27.0,  .230, ORL, .494, 8.4, 25.5, .271,  win
ORL, .494, 8.4, 25.5, .271, MIN,  .592,  5.7,  27.0,  .230,  loss
DET,  .410,  9.6,  18.8,  .303, PHO, .500, 14.9, 23.8, .274,  loss
PHO, .500, 14.9, 23.8, .274, DET,  .410,  9.6,  18.8,  .303,  win
HOU,  .538,  17.8,  21.6,  .218, SAS, .435, 9.3, 21.3, .310,  win
SAS, .435, 9.3, 21.3, .310, HOU,  .538,  17.8,  21.6,  .218,  loss
BOS,  .494,  10.8,  16.7,  .160, WAS, .554, 9.8, 44.2, .174,  loss
WAS, .554, 9.8, 44.2, .174, BOS,  .494,  10.8,  16.7,  .160,  win
GSW,  .624,  13.8,  25.0,  .224, DEN, .473, 15.1, 32.7, .128,  win
DEN, .473, 15.1, 32.7, .128, GSW,  .624,  13.8,  25.0,  .224,  loss
CHI,  .449,  9.3,  27.3,  .202, MIA, .483, 12.1, 28.0, .114,  win
MIA, .483, 12.1, 28.0, .114, CHI,  .449,  9.3,  27.3,  .202,  loss
NOP,  .489,  9.0,  22.9,  .281, MIL, .473, 9.7, 23.4, .220,  win
MIL, .473, 9.7, 23.4, .220, NOP,  .489,  9.0,  22.9,  .281,  loss
LAL,  .574,  20.1,  11.1,  .216, SAC, .447, 13.8, 22.4, .176,  win
SAC, .447, 13.8, 22.4, .176, LAL,  .574,  20.1,  11.1,  .216,  loss
NYK,  .383,  19.8,  38.2,  .160, BOS, .450, 12.1, 34.5, .378,  loss
BOS, .450, 12.1, 34.5, .378, NYK,  .383,  19.8,  38.2,  .160,  win
TOR,  .511,  4.8,  17.0,  .233, CHO, .500, 9.6, 32.7, .194,  win
CHO, .500, 9.6, 32.7, .194, TOR,  .511,  4.8,  17.0,  .233,  loss
LAC,  .517,  9.0,  23.4,  .244, OKC, .523, 14.2, 20.9, .182,  win
OKC, .523, 14.2, 20.9, .182, LAC,  .517,  9.0,  23.4,  .244,  loss
UTA,  .451,  14.6,  25.5,  .173, ORL, .385, 12.2, 16.7, .179,  win
ORL, .385, 12.2, 16.7, .179, UTA,  .451,  14.6,  25.5,  .173,  loss
IND,  .472,  11.7,  8.9,  .250, PHI, .483, 16.0, 26.5, .302,  loss
PHI, .483, 16.0, 26.5, .302, IND,  .472,  11.7,  8.9,  .250,  win
SAC,  .523,  12.7,  31.0,  .318, POR, .599, 10.1, 16.7, .221,  loss
POR, .599, 10.1, 16.7, .221, SAC,  .523,  12.7,  31.0,  .318,  win
DET,  .454,  11.4,  20.5,  .224, SAS, .500, 8.2, 23.3, .185,  loss
SAS, .500, 8.2, 23.3, .185, DET,  .454,  11.4,  20.5,  .224,  win
CLE,  .500,  13.3,  26.5,  .221, WAS, .454, 13.6, 22.7, .172,  win
WAS, .454, 13.6, 22.7, .172, CLE,  .500,  13.3,  26.5,  .221,  loss
PHI,  .500,  17.1,  21.3,  .157, ATL, .574, 13.7, 34.1, .084,  loss
ATL, .574, 13.7, 34.1, .084, PHI,  .500,  17.1,  21.3,  .157,  win
WAS,  .440,  10.8,  26.0,  .165, CHI, .428, 8.5, 29.4, .237,  loss
CHI, .428, 8.5, 29.4, .237, WAS,  .440,  10.8,  26.0,  .165,  win
DET,  .533,  8.6,  28.2,  .111, DEN, .482, 14.0, 35.0, .167,  win
DEN, .482, 14.0, 35.0, .167, DET,  .533,  8.6,  28.2,  .111,  loss
SAS,  .572,  10.4,  6.3,  .250, HOU, .466, 12.5, 32.7, .191,  win
HOU, .466, 12.5, 32.7, .191, SAS,  .572,  10.4,  6.3,  .250,  loss
BOS,  .488,  12.1,  34.1,  .338, IND, .453, 11.7, 25.6, .244,  win
IND, .453, 11.7, 25.6, .244, BOS,  .488,  12.1,  34.1,  .338,  loss
UTA,  .531,  9.2,  14.6,  .198, MIA, .500, 8.2, 9.3, .123,  win
MIA, .500, 8.2, 9.3, .123, UTA,  .531,  9.2,  14.6,  .198,  loss
MEM,  .487,  13.0,  9.1,  .256, MIL, .581, 12.5, 14.7, .397,  loss
MIL, .581, 12.5, 14.7, .397, MEM,  .487,  13.0,  9.1,  .256,  win
LAC,  .599,  13.2,  27.3,  .368, MIN, .494, 11.7, 31.3, .191,  win
MIN, .494, 11.7, 31.3, .191, LAC,  .599,  13.2,  27.3,  .368,  loss
LAL,  .638,  9.3,  25.0,  .064, NOP, .467, 9.2, 24.5, .167,  win
NOP, .467, 9.2, 24.5, .167, LAL,  .638,  9.3,  25.0,  .064,  loss
BRK,  .571,  14.9,  13.6,  .310, PHO, .411, 9.4, 25.8, .150,  win
PHO, .411, 9.4, 25.8, .150, BRK,  .571,  14.9,  13.6,  .310,  loss
NYK,  .490,  13.3,  34.0,  .124, TOR, .512, 9.9, 25.6, .398,  loss
TOR, .512, 9.9, 25.6, .398, NYK,  .490,  13.3,  34.0,  .124,  win
CHO,  .437,  4.7,  19.6,  .105, CLE, .500, 8.4, 25.5, .087,  loss
CLE, .500, 8.4, 25.5, .087, CHO,  .437,  4.7,  19.6,  .105,  win
PHO,  .556,  11.4,  18.6,  .222, GSW, .609, 13.7, 21.1, .310,  loss
GSW, .609, 13.7, 21.1, .310, PHO,  .556,  11.4,  18.6,  .222,  win
LAL,  .521,  16.8,  12.5,  .352, MIN, .606, 9.2, 20.9, .350,  loss
MIN, .606, 9.2, 20.9, .350, LAL,  .521,  16.8,  12.5,  .352,  win
ORL,  .599,  8.7,  21.1,  .186, OKC, .549, 8.8, 28.6, .174,  win
OKC, .549, 8.8, 28.6, .174, ORL,  .599,  8.7,  21.1,  .186,  loss
DEN,  .456,  14.8,  34.8,  .242, POR, .434, 5.8, 24.6, .263,  loss
POR, .434, 5.8, 24.6, .263, DEN,  .456,  14.8,  34.8,  .242,  win
OKC,  .403,  13.3,  23.2,  .193, DET, .495, 8.3, 9.5, .141,  loss
DET, .495, 8.3, 9.5, .141, OKC,  .403,  13.3,  23.2,  .193,  win
PHI,  .406,  11.0,  20.4,  .167, HOU, .577, 14.7, 35.6, .110,  loss
HOU, .577, 14.7, 35.6, .110, PHI,  .406,  11.0,  20.4,  .167,  win
ORL,  .351,  13.5,  17.6,  .119, IND, .433, 8.7, 14.0, .111,  loss
IND, .433, 8.7, 14.0, .111, ORL,  .351,  13.5,  17.6,  .119,  win
BRK,  .506,  19.5,  20.9,  .221, LAC, .611, 10.0, 24.3, .189,  loss
LAC, .611, 10.0, 24.3, .189, BRK,  .506,  19.5,  20.9,  .221,  win
BOS,  .463,  8.8,  22.4,  .179, NOP, .481, 14.4, 19.5, .380,  loss
NOP, .481, 14.4, 19.5, .380, BOS,  .463,  8.8,  22.4,  .179,  win
DAL,  .411,  11.0,  22.9,  .095, NYK, .494, 16.5, 32.6, .205,  loss
NYK, .494, 16.5, 32.6, .205, DAL,  .411,  11.0,  22.9,  .095,  win
MIA,  .464,  12.2,  20.8,  .143, SAS, .451, 15.3, 31.1, .244,  loss
SAS, .451, 15.3, 31.1, .244, MIA,  .464,  12.2,  20.8,  .143,  win
MEM,  .526,  15.5,  37.8,  .289, UTA, .534, 8.8, 16.7, .247,  win
UTA, .534, 8.8, 16.7, .247, MEM,  .526,  15.5,  37.8,  .289,  loss
TOR,  .547,  7.1,  25.0,  .125, CLE, .608, 15.1, 26.3, .241,  loss
CLE, .608, 15.1, 26.3, .241, TOR,  .547,  7.1,  25.0,  .125,  win
BRK,  .515,  11.5,  18.0,  .162, LAL, .495, 9.0, 26.9, .370,  loss
LAL, .495, 9.0, 26.9, .370, BRK,  .515,  11.5,  18.0,  .162,  win
ATL,  .500,  17.7,  16.2,  .163, MIA, .444, 19.5, 37.0, .124,  win
MIA, .444, 19.5, 37.0, .124, ATL,  .500,  17.7,  16.2,  .163,  loss
CHO,  .606,  12.7,  12.1,  .225, MIN, .511, 15.5, 29.8, .191,  win
MIN, .511, 15.5, 29.8, .191, CHO,  .606,  12.7,  12.1,  .225,  loss
CHI,  .454,  8.3,  35.8,  .245, POR, .405, 9.7, 23.8, .116,  win
POR, .405, 9.7, 23.8, .116, CHI,  .454,  8.3,  35.8,  .245,  loss
MIL,  .439,  11.7,  29.4,  .143, ATL, .556, 15.7, 8.6, .375,  loss
ATL, .556, 15.7, 8.6, .375, MIL,  .439,  11.7,  29.4,  .143,  win
DAL,  .458,  9.3,  11.1,  .084, BOS, .480, 18.1, 32.5, .224,  loss
BOS, .480, 18.1, 32.5, .224, DAL,  .458,  9.3,  11.1,  .084,  win
PHO,  .544,  14.8,  16.7,  .228, DEN, .527, 11.9, 33.3, .237,  loss
DEN, .527, 11.9, 33.3, .237, PHO,  .544,  14.8,  16.7,  .228,  win
CLE,  .471,  16.0,  23.9,  .140, IND, .558, 9.9, 11.1, .081,  loss
IND, .558, 9.9, 11.1, .081, CLE,  .471,  16.0,  23.9,  .140,  win
MEM,  .579,  14.2,  24.3,  .195, LAC, .512, 7.7, 19.0, .296,  win
LAC, .512, 7.7, 19.0, .296, MEM,  .579,  14.2,  24.3,  .195,  loss
DET,  .541,  10.0,  19.5,  .118, NYK, .500, 8.2, 37.3, .129,  loss
NYK, .500, 8.2, 37.3, .129, DET,  .541,  10.0,  19.5,  .118,  win
HOU,  .511,  14.0,  23.5,  .098, OKC, .548, 15.1, 12.5, .155,  loss
OKC, .548, 15.1, 12.5, .155, HOU,  .511,  14.0,  23.5,  .098,  win
NOP,  .409,  15.8,  19.6,  .183, ORL, .443, 11.1, 25.0, .125,  loss
ORL, .443, 11.1, 25.0, .125, NOP,  .409,  15.8,  19.6,  .183,  win
WAS,  .462,  9.7,  23.4,  .198, PHI, .610, 16.4, 14.7, .195,  loss
PHI, .610, 16.4, 14.7, .195, WAS,  .462,  9.7,  23.4,  .198,  win
SAS,  .551,  10.3,  20.0,  .148, SAC, .533, 15.1, 26.3, .316,  win
SAC, .533, 15.1, 26.3, .316, SAS,  .551,  10.3,  20.0,  .148,  loss
GSW,  .580,  10.8,  17.5,  .299, TOR, .512, 12.3, 31.7, .451,  win
TOR, .512, 12.3, 31.7, .451, GSW,  .580,  10.8,  17.5,  .299,  loss
POR,  .511,  10.8,  21.3,  .189, HOU, .558, 10.9, 35.4, .211,  loss
HOU, .558, 10.9, 35.4, .211, POR,  .511,  10.8,  21.3,  .189,  win
MIL,  .371,  12.5,  22.2,  .118, MIA, .438, 6.2, 32.1, .113,  loss
MIA, .438, 6.2, 32.1, .113, MIL,  .371,  12.5,  22.2,  .118,  win
PHI,  .428,  14.1,  27.7,  .181, MIN, .548, 12.3, 34.1, .214,  loss
MIN, .548, 12.3, 34.1, .214, PHI,  .428,  14.1,  27.7,  .181,  win
CHI,  .394,  7.6,  26.9,  .156, UTA, .417, 13.4, 23.8, .154,  win
UTA, .417, 13.4, 23.8, .154, CHI,  .394,  7.6,  26.9,  .156,  loss
NYK,  .547,  12.1,  25.0,  .209, WAS, .636, 14.4, 21.2, .198,  loss
WAS, .636, 14.4, 21.2, .198, NYK,  .547,  12.1,  25.0,  .209,  win
GSW,  .539,  10.4,  20.0,  .078, BOS, .440, 12.5, 14.6, .181,  win
BOS, .440, 12.5, 14.6, .181, GSW,  .539,  10.4,  20.0,  .078,  loss
ATL,  .506,  14.9,  18.2,  .131, CHO, .467, 9.9, 16.3, .178,  loss
CHO, .467, 9.9, 16.3, .178, ATL,  .506,  14.9,  18.2,  .131,  win
DET,  .344,  6.4,  19.0,  .183, CLE, .548, 12.7, 13.2, .157,  loss
CLE, .548, 12.7, 13.2, .157, DET,  .344,  6.4,  19.0,  .183,  win
MEM,  .461,  12.7,  16.7,  .117, DAL, .322, 17.1, 19.6, .233,  win
DAL, .322, 17.1, 19.6, .233, MEM,  .461,  12.7,  16.7,  .117,  loss
TOR,  .500,  10.0,  12.5,  .202, DEN, .494, 15.9, 19.1, .349,  win
DEN, .494, 15.9, 19.1, .349, TOR,  .500,  10.0,  12.5,  .202,  loss
PHO,  .521,  9.5,  41.9,  .155, IND, .480, 16.9, 26.3, .303,  win
IND, .480, 16.9, 26.3, .303, PHO,  .521,  9.5,  41.9,  .155,  loss
SAS,  .628,  12.2,  9.1,  .231, LAL, .517, 11.9, 32.6, .195,  win
LAL, .517, 11.9, 32.6, .195, SAS,  .628,  12.2,  9.1,  .231,  loss
POR,  .443,  12.3,  26.5,  .261, NOP, .604, 8.1, 2.8, .171,  loss
NOP, .604, 8.1, 2.8, .171, POR,  .443,  12.3,  26.5,  .261,  win
BRK,  .488,  14.3,  16.3,  .289, OKC, .590, 13.8, 30.3, .213,  loss
OKC, .590, 13.8, 30.3, .213, BRK,  .488,  14.3,  16.3,  .289,  win
LAC,  .612,  13.3,  15.2,  .368, SAC, .500, 12.1, 22.0, .337,  win
SAC, .500, 12.1, 22.0, .337, LAC,  .612,  13.3,  15.2,  .368,  loss
BOS,  .476,  8.2,  18.8,  .195, DET, .471, 5.1, 22.9, .128,  win
DET, .471, 5.1, 22.9, .128, BOS,  .476,  8.2,  18.8,  .195,  loss
UTA,  .592,  12.6,  14.7,  .158, HOU, .511, 3.7, 20.8, .160,  loss
HOU, .511, 3.7, 20.8, .160, UTA,  .592,  12.6,  14.7,  .158,  win
CHI,  .487,  10.3,  35.7,  .260, LAC, .539, 13.8, 32.4, .247,  loss
LAC, .539, 13.8, 32.4, .247, CHI,  .487,  10.3,  35.7,  .260,  win
MIN,  .445,  17.8,  13.2,  .219, MEM, .395, 8.8, 31.0, .434,  loss
MEM, .395, 8.8, 31.0, .434, MIN,  .445,  17.8,  13.2,  .219,  win
GSW,  .516,  9.9,  36.7,  .274, MIL, .573, 11.5, 27.0, .213,  win
MIL, .573, 11.5, 27.0, .213, GSW,  .516,  9.9,  36.7,  .274,  loss
CHO,  .490,  11.4,  15.7,  .216, NOP, .510, 9.2, 18.5, .214,  loss
NOP, .510, 9.2, 18.5, .214, CHO,  .490,  11.4,  15.7,  .216,  win
DAL,  .422,  12.8,  11.1,  .286, ORL, .487, 17.8, 25.6, .244,  loss
ORL, .487, 17.8, 25.6, .244, DAL,  .422,  12.8,  11.1,  .286,  win
PHO,  .457,  12.3,  24.0,  .228, PHI, .622, 16.0, 15.8, .151,  loss
PHI, .622, 16.0, 15.8, .151, PHO,  .457,  12.3,  24.0,  .228,  win
MIA,  .582,  14.2,  40.9,  .176, WAS, .540, 9.3, 28.6, .182,  win
WAS, .540, 9.3, 28.6, .182, MIA,  .582,  14.2,  40.9,  .176,  loss
POR,  .665,  13.7,  24.2,  .188, BRK, .452, 7.8, 20.8, .269,  win
BRK, .452, 7.8, 20.8, .269, POR,  .665,  13.7,  24.2,  .188,  loss
UTA,  .429,  9.5,  27.5,  .212, DEN, .535, 7.5, 25.5, .151,  loss
DEN, .535, 7.5, 25.5, .151, UTA,  .429,  9.5,  27.5,  .212,  win
CHI,  .563,  13.9,  37.2,  .230, LAL, .511, 8.9, 20.0, .161,  win
LAL, .511, 8.9, 20.0, .161, CHI,  .563,  13.9,  37.2,  .230,  loss
ATL,  .435,  11.7,  26.4,  .235, NYK, .534, 13.7, 24.4, .114,  loss
NYK, .534, 13.7, 24.4, .114, ATL,  .435,  11.7,  26.4,  .235,  win
IND,  .511,  17.7,  30.6,  .270, OKC, .485, 15.5, 29.4, .129,  win
OKC, .485, 15.5, 29.4, .129, IND,  .511,  17.7,  30.6,  .270,  loss
TOR,  .453,  13.6,  32.7,  .259, SAC, .512, 12.4, 11.1, .235,  loss
SAC, .512, 12.4, 11.1, .235, TOR,  .453,  13.6,  32.7,  .259,  win
MEM,  .548,  9.9,  16.2,  .155, CHO, .473, 10.3, 19.0, .288,  win
CHO, .473, 10.3, 19.0, .288, MEM,  .548,  9.9,  16.2,  .155,  loss
HOU,  .513,  14.3,  30.8,  .244, DET, .454, 12.5, 26.1, .195,  win
DET, .454, 12.5, 26.1, .195, HOU,  .513,  14.3,  30.8,  .244,  loss
GSW,  .517,  10.3,  26.1,  .300, IND, .350, 9.2, 23.8, .107,  win
IND, .350, 9.2, 23.8, .107, GSW,  .517,  10.3,  26.1,  .300,  loss
TOR,  .550,  10.5,  10.0,  .338, LAC, .595, 13.1, 17.6, .473,  loss
LAC, .595, 13.1, 17.6, .473, TOR,  .550,  10.5,  10.0,  .338,  win
ORL,  .461,  21.5,  25.0,  .234, MIL, .453, 12.0, 13.7, .174,  loss
MIL, .453, 12.0, 13.7, .174, ORL,  .461,  21.5,  25.0,  .234,  win
BOS,  .524,  10.9,  14.6,  .131, MIN, .442, 13.4, 32.7, .198,  win
MIN, .442, 13.4, 32.7, .198, BOS,  .524,  10.9,  14.6,  .131,  loss
MIA,  .426,  11.5,  38.9,  .216, PHI, .545, 13.9, 19.4, .205,  loss
PHI, .545, 13.9, 19.4, .205, MIA,  .426,  11.5,  38.9,  .216,  win
DAL,  .527,  17.0,  24.4,  .176, SAS, .520, 13.1, 21.1, .240,  loss
SAS, .520, 13.1, 21.1, .240, DAL,  .527,  17.0,  24.4,  .176,  win
PHO,  .489,  17.7,  29.5,  .132, WAS, .462, 9.4, 26.4, .242,  loss
WAS, .462, 9.4, 26.4, .242, PHO,  .489,  17.7,  29.5,  .132,  win
NOP,  .587,  9.0,  12.8,  .128, ATL, .518, 14.4, 14.6, .071,  win
ATL, .518, 14.4, 14.6, .071, NOP,  .587,  9.0,  12.8,  .128,  loss
CHI,  .484,  5.5,  20.8,  .158, DEN, .480, 8.5, 30.9, .140,  loss
DEN, .480, 8.5, 30.9, .140, CHI,  .484,  5.5,  20.8,  .158,  win
OKC,  .549,  13.4,  27.5,  .087, LAL, .590, 15.9, 17.1, .157,  loss
LAL, .590, 15.9, 17.1, .157, OKC,  .549,  13.4,  27.5,  .087,  win
POR,  .477,  14.1,  25.0,  .244, NYK, .516, 11.6, 23.3, .083,  loss
NYK, .516, 11.6, 23.3, .083, POR,  .477,  14.1,  25.0,  .244,  win
BOS,  .536,  11.4,  25.0,  .061, BRK, .453, 16.6, 18.8, .163,  win
BRK, .453, 16.6, 18.8, .163, BOS,  .536,  11.4,  25.0,  .061,  loss
SAS,  .587,  8.7,  20.0,  .209, CHO, .567, 13.4, 31.6, .146,  win
CHO, .567, 13.4, 31.6, .146, SAS,  .587,  8.7,  20.0,  .209,  loss
POR,  .594,  8.4,  22.0,  .200, CLE, .650, 8.9, 23.7, .222,  loss
CLE, .650, 8.9, 23.7, .222, POR,  .594,  8.4,  22.0,  .200,  win
LAC,  .594,  8.4,  15.0,  .271, DAL, .518, 14.8, 21.3, .202,  win
DAL, .518, 14.8, 21.3, .202, LAC,  .594,  8.4,  15.0,  .271,  loss
MIA,  .407,  13.7,  15.2,  .307, DET, .531, 12.4, 25.0, .259,  loss
DET, .531, 12.4, 25.0, .259, MIA,  .407,  13.7,  15.2,  .307,  win
LAL,  .473,  9.7,  14.3,  .194, GSW, .727, 9.0, 16.7, .279,  loss
GSW, .727, 9.0, 16.7, .279, LAL,  .473,  9.7,  14.3,  .194,  win
TOR,  .557,  12.6,  34.9,  .193, HOU, .577, 23.8, 32.4, .154,  win
HOU, .577, 23.8, 32.4, .154, TOR,  .557,  12.6,  34.9,  .193,  loss
ATL,  .453,  18.2,  36.2,  .224, IND, .446, 16.6, 15.2, .119,  win
IND, .446, 16.6, 15.2, .119, ATL,  .453,  18.2,  36.2,  .224,  loss
MIN,  .401,  14.5,  16.3,  .314, NOP, .596, 15.4, 10.8, .217,  loss
NOP, .596, 15.4, 10.8, .217, MIN,  .401,  14.5,  16.3,  .314,  win
PHO,  .514,  17.1,  15.4,  .233, ORL, .401, 9.8, 22.4, .154,  win
ORL, .401, 9.8, 22.4, .154, PHO,  .514,  17.1,  15.4,  .233,  loss
MEM,  .434,  12.0,  15.8,  .182, PHI, .441, 20.1, 17.8, .183,  win
PHI, .441, 20.1, 17.8, .183, MEM,  .434,  12.0,  15.8,  .182,  loss
OKC,  .467,  8.8,  12.5,  .395, SAC, .532, 9.8, 25.0, .170,  loss
SAC, .532, 9.8, 25.0, .170, OKC,  .467,  8.8,  12.5,  .395,  win
DEN,  .369,  9.0,  23.0,  .205, UTA, .544, 13.1, 10.3, .278,  loss
UTA, .544, 13.1, 10.3, .278, DEN,  .369,  9.0,  23.0,  .205,  win
SAS,  .537,  14.8,  31.7,  .272, BOS, .527, 9.5, 20.0, .077,  win
BOS, .527, 9.5, 20.0, .077, SAS,  .537,  14.8,  31.7,  .272,  loss
DAL,  .451,  11.9,  22.4,  .088, CLE, .624, 12.8, 24.3, .259,  loss
CLE, .624, 12.8, 24.3, .259, DAL,  .451,  11.9,  22.4,  .088,  win
OKC,  .574,  10.8,  15.6,  .242, DEN, .535, 12.4, 28.3, .208,  win
DEN, .535, 12.4, 28.3, .208, OKC,  .574,  10.8,  15.6,  .242,  loss
LAC,  .527,  14.2,  15.4,  .274, DET, .572, 9.7, 25.7, .056,  loss
DET, .572, 9.7, 25.7, .056, LAC,  .527,  14.2,  15.4,  .274,  win
BRK,  .525,  17.6,  19.1,  .177, IND, .615, 13.0, 23.7, .126,  loss
IND, .615, 13.0, 23.7, .126, BRK,  .525,  17.6,  19.1,  .177,  win
GSW,  .584,  15.8,  11.4,  .145, LAL, .383, 15.2, 25.9, .178,  win
LAL, .383, 15.2, 25.9, .178, GSW,  .584,  15.8,  11.4,  .145,  loss
MIA,  .459,  7.9,  22.2,  .141, MEM, .378, 15.6, 32.0, .232,  win
MEM, .378, 15.6, 32.0, .232, MIA,  .459,  7.9,  22.2,  .141,  loss
TOR,  .549,  9.1,  26.2,  .183, MIL, .582, 11.5, 20.6, .089,  win
MIL, .582, 11.5, 20.6, .089, TOR,  .549,  9.1,  26.2,  .183,  loss
CHO,  .505,  11.0,  19.2,  .183, NYK, .521, 13.5, 26.5, .124,  loss
NYK, .521, 13.5, 26.5, .124, CHO,  .505,  11.0,  19.2,  .183,  win
WAS,  .489,  10.6,  16.7,  .091, ORL, .481, 17.6, 31.8, .175,  win
ORL, .481, 17.6, 31.8, .175, WAS,  .489,  10.6,  16.7,  .091,  loss
CHI,  .478,  10.6,  21.6,  .211, PHI, .455, 17.8, 16.7, .231,  win
PHI, .455, 17.8, 16.7, .231, CHI,  .478,  10.6,  21.6,  .211,  loss
MIN,  .441,  15.0,  23.4,  .271, PHO, .443, 22.1, 30.0, .190,  win
PHO, .443, 22.1, 30.0, .190, MIN,  .441,  15.0,  23.4,  .271,  loss
NOP,  .559,  13.6,  4.8,  .250, POR, .530, 9.3, 27.3, .130,  loss
POR, .530, 9.3, 27.3, .130, NOP,  .559,  13.6,  4.8,  .250,  win
HOU,  .594,  13.0,  19.5,  .188, SAC, .544, 13.6, 10.5, .213,  win
SAC, .544, 13.6, 10.5, .213, HOU,  .594,  13.0,  19.5,  .188,  loss
ATL,  .361,  13.7,  11.5,  .096, UTA, .500, 15.4, 20.9, .188,  loss
UTA, .500, 15.4, 20.9, .188, ATL,  .361,  13.7,  11.5,  .096,  win
NYK,  .439,  7.0,  19.2,  .163, CHO, .488, 9.2, 21.7, .363,  loss
CHO, .488, 9.2, 21.7, .363, NYK,  .439,  7.0,  19.2,  .163,  win
MIN,  .517,  12.1,  19.5,  .112, GSW, .623, 16.9, 33.3, .173,  loss
GSW, .623, 16.9, 33.3, .173, MIN,  .517,  12.1,  19.5,  .112,  win
MEM,  .568,  6.4,  6.1,  .370, MIA, .562, 8.9, 20.0, .198,  win
