Team, Efg_pct, Turnover_PCT, orb_pct, ft_rate, opp_Team, opp_Efg_pct, opp_Turnover_PCT, opp_orb_pct, opp_ft_rate, class
LAL,  .517,  10.1,  25.0,  .256, CLE, .580, 5.6, 28.3, .117,  loss
CLE, .580, 5.6, 28.3, .117, LAL,  .517,  10.1,  25.0,  .256,  win
DEN,  .506,  11.4,  18.6,  .229, DET, .489, 13.3, 15.2, .068,  win
DET, .489, 13.3, 15.2, .068, DEN,  .506,  11.4,  18.6,  .229,  loss
CHO,  .586,  12.0,  27.0,  .172, IND, .457, 10.0, 25.5, .120,  win
IND, .457, 10.0, 25.5, .120, CHO,  .586,  12.0,  27.0,  .172,  loss
TOR,  .512,  5.7,  25.0,  .279, MIN, .487, 6.6, 29.3, .566,  loss
MIN, .487, 6.6, 29.3, .566, TOR,  .512,  5.7,  25.0,  .279,  win
UTA,  .521,  17.0,  20.5,  .329, NOP, .524, 9.0, 20.0, .171,  loss
NOP, .524, 9.0, 20.0, .171, UTA,  .521,  17.0,  20.5,  .329,  win
SAS,  .472,  12.0,  22.9,  .157, ORL, .451, 13.3, 28.3, .154,  win
ORL, .451, 13.3, 28.3, .154, SAS,  .472,  12.0,  22.9,  .157,  loss
SAC,  .529,  11.5,  36.6,  .253, PHI, .544, 16.2, 38.3, .121,  win
PHI, .544, 16.2, 38.3, .121, SAC,  .529,  11.5,  36.6,  .253,  loss
GSW,  .494,  11.3,  16.7,  .270, PHO, .473, 14.9, 19.2, .172,  win
PHO, .473, 14.9, 19.2, .172, GSW,  .494,  11.3,  16.7,  .270,  loss
HOU,  .552,  17.9,  19.5,  .234, POR, .506, 11.1, 33.3, .292,  loss
POR, .506, 11.1, 33.3, .292, HOU,  .552,  17.9,  19.5,  .234,  win
WAS,  .420,  12.4,  17.3,  .205, MIL, .463, 15.8, 34.1, .280,  loss
MIL, .463, 15.8, 34.1, .280, WAS,  .420,  12.4,  17.3,  .205,  win
NOP,  .449,  6.6,  14.6,  .182, OKC, .593, 15.8, 27.3, .221,  loss
OKC, .593, 15.8, 27.3, .221, NOP,  .449,  6.6,  14.6,  .182,  win
CHI,  .441,  11.2,  26.8,  .140, CLE, .500, 9.2, 24.4, .165,  loss
CLE, .500, 9.2, 24.4, .165, CHI,  .441,  11.2,  26.8,  .140,  win
SAS,  .446,  14.3,  11.9,  .145, LAC, .577, 17.2, 22.2, .192,  loss
LAC, .577, 17.2, 22.2, .192, SAS,  .446,  14.3,  11.9,  .145,  win
UTA,  .429,  20.4,  28.6,  .299, WAS, .529, 10.4, 14.3, .140,  loss
WAS, .529, 10.4, 14.3, .140, UTA,  .429,  20.4,  28.6,  .299,  win
MIA,  .545,  12.2,  22.7,  .216, ATL, .563, 18.5, 18.2, .149,  win
ATL, .563, 18.5, 18.2, .149, MIA,  .545,  12.2,  22.7,  .216,  loss
NYK,  .500,  15.1,  18.6,  .195, BRK, .535, 6.9, 16.3, .198,  loss
BRK, .535, 6.9, 16.3, .198, NYK,  .500,  15.1,  18.6,  .195,  win
TOR,  .460,  7.2,  22.4,  .284, CHI, .554, 8.1, 24.4, .140,  loss
CHI, .554, 8.1, 24.4, .140, TOR,  .460,  7.2,  22.4,  .284,  win
SAS,  .580,  9.4,  35.1,  .193, LAL, .556, 14.0, 31.6, .284,  win
LAL, .556, 14.0, 31.6, .284, SAS,  .580,  9.4,  35.1,  .193,  loss
MIN,  .487,  18.4,  26.2,  .413, MEM, .530, 12.9, 26.2, .268,  loss
MEM, .530, 12.9, 26.2, .268, MIN,  .487,  18.4,  26.2,  .413,  win
CHO,  .483,  15.3,  18.6,  .174, MIL, .488, 19.6, 29.3, .198,  win
MIL, .488, 19.6, 29.3, .198, CHO,  .483,  15.3,  18.6,  .174,  loss
PHI,  .605,  17.9,  8.8,  .289, NOP, .549, 14.0, 27.5, .395,  loss
NOP, .549, 14.0, 27.5, .395, PHI,  .605,  17.9,  8.8,  .289,  win
IND,  .494,  10.1,  20.4,  .159, OKC, .464, 11.5, 20.5, .094,  win
OKC, .464, 11.5, 20.5, .094, IND,  .494,  10.1,  20.4,  .159,  loss
DAL,  .522,  15.7,  10.9,  .124, ORL, .466, 9.9, 26.4, .147,  loss
ORL, .466, 9.9, 26.4, .147, DAL,  .522,  15.7,  10.9,  .124,  win
HOU,  .519,  16.3,  29.5,  .449, PHO, .433, 17.0, 19.1, .354,  win
PHO, .433, 17.0, 19.1, .354, HOU,  .519,  16.3,  29.5,  .449,  loss
GSW,  .457,  16.1,  25.9,  .228, POR, .624, 10.8, 19.5, .165,  loss
POR, .624, 10.8, 19.5, .165, GSW,  .457,  16.1,  25.9,  .228,  win
DEN,  .511,  15.1,  19.1,  .200, SAC, .554, 18.5, 16.7, .289,  loss
SAC, .554, 18.5, 16.7, .289, DEN,  .511,  15.1,  19.1,  .200,  win
BOS,  .414,  6.7,  15.7,  .321, UTA, .618, 14.7, 23.5, .397,  loss
UTA, .618, 14.7, 23.5, .397, BOS,  .414,  6.7,  15.7,  .321,  win
DET,  .470,  11.8,  13.3,  .110, WAS, .506, 9.1, 18.6, .244,  loss
WAS, .506, 9.1, 18.6, .244, DET,  .470,  11.8,  13.3,  .110,  win
MIL,  .457,  12.6,  30.4,  .212, ATL, .458, 12.3, 17.2, .113,  win
ATL, .458, 12.3, 17.2, .113, MIL,  .457,  12.6,  30.4,  .212,  loss
GSW,  .579,  13.0,  15.0,  .244, LAC, .516, 12.1, 31.3, .160,  win
LAC, .516, 12.1, 31.3, .160, GSW,  .579,  13.0,  15.0,  .244,  loss
WAS,  .419,  5.3,  20.0,  .111, MIA, .500, 6.1, 36.5, .188,  loss
MIA, .500, 6.1, 36.5, .188, WAS,  .419,  5.3,  20.0,  .111,  win
NYK,  .536,  15.1,  31.4,  .169, MIN, .458, 6.9, 14.9, .214,  win
MIN, .458, 6.9, 14.9, .214, NYK,  .536,  15.1,  31.4,  .169,  loss
CHO,  .570,  14.9,  15.4,  .177, BRK, .463, 13.3, 20.5, .259,  win
BRK, .463, 13.3, 20.5, .259, CHO,  .570,  14.9,  15.4,  .177,  loss
LAL,  .500,  6.1,  36.2,  .237, CHI, .639, 8.1, 22.9, .316,  loss
CHI, .639, 8.1, 22.9, .316, LAL,  .500,  6.1,  36.2,  .237,  win
PHI,  .558,  14.4,  19.0,  .221, DAL, .559, 9.0, 34.1, .400,  loss
DAL, .559, 9.0, 34.1, .400, PHI,  .558,  14.4,  19.0,  .221,  win
BOS,  .536,  13.8,  33.3,  .175, DEN, .507, 21.4, 15.4, .370,  win
DEN, .507, 21.4, 15.4, .370, BOS,  .536,  13.8,  33.3,  .175,  loss
NOP,  .500,  13.2,  26.8,  .291, DET, .483, 9.6, 21.6, .225,  win
DET, .483, 9.6, 21.6, .225, NOP,  .500,  13.2,  26.8,  .291,  loss
CLE,  .575,  11.6,  34.2,  .288, OKC, .439, 9.2, 28.0, .144,  win
OKC, .439, 9.2, 28.0, .144, CLE,  .575,  11.6,  34.2,  .288,  loss
IND,  .555,  18.7,  12.8,  .171, ORL, .456, 11.9, 22.0, .209,  win
ORL, .456, 11.9, 22.0, .209, IND,  .555,  18.7,  12.8,  .171,  loss
SAS,  .585,  11.0,  19.5,  .268, PHO, .511, 11.2, 27.7, .172,  win
PHO, .511, 11.2, 27.7, .172, SAS,  .585,  11.0,  19.5,  .268,  loss
UTA,  .547,  10.3,  32.4,  .198, POR, .500, 10.1, 46.9, .278,  loss
POR, .500, 10.1, 46.9, .278, UTA,  .547,  10.3,  32.4,  .198,  win
MEM,  .388,  12.6,  20.8,  .342, TOR, .451, 11.3, 20.9, .309,  loss
TOR, .451, 11.3, 20.9, .309, MEM,  .388,  12.6,  20.8,  .342,  win
GSW,  .517,  12.1,  13.3,  .112, ATL, .477, 15.4, 17.8, .116,  win
ATL, .477, 15.4, 17.8, .116, GSW,  .517,  12.1,  13.3,  .112,  loss
DET,  .513,  12.7,  14.6,  .175, CLE, .481, 16.7, 11.9, .152,  win
CLE, .481, 16.7, 11.9, .152, DET,  .513,  12.7,  14.6,  .175,  loss
PHO,  .392,  14.2,  18.9,  .170, LAC, .631, 14.4, 24.4, .288,  loss
LAC, .631, 14.4, 24.4, .288, PHO,  .392,  14.2,  18.9,  .170,  win
IND,  .418,  10.4,  13.2,  .174, MIA, .390, 10.9, 34.5, .230,  loss
MIA, .390, 10.9, 34.5, .230, IND,  .418,  10.4,  13.2,  .174,  win
LAL,  .447,  15.2,  22.9,  .434, MIL, .541, 7.6, 16.7, .174,  loss
MIL, .541, 7.6, 16.7, .174, LAL,  .447,  15.2,  22.9,  .434,  win
BOS,  .535,  9.2,  21.7,  .139, MIN, .566, 14.5, 34.9, .361,  loss
MIN, .566, 14.5, 34.9, .361, BOS,  .535,  9.2,  21.7,  .139,  win
TOR,  .592,  5.8,  31.7,  .218, NYK, .476, 7.8, 26.1, .179,  win
NYK, .476, 7.8, 26.1, .179, TOR,  .592,  5.8,  31.7,  .218,  loss
SAC,  .560,  14.4,  15.8,  .253, DEN, .460, 9.9, 21.4, .180,  win
DEN, .460, 9.9, 21.4, .180, SAC,  .560,  14.4,  15.8,  .253,  loss
ORL,  .524,  9.6,  30.2,  .412, PHI, .608, 19.6, 16.7, .241,  win
PHI, .608, 19.6, 16.7, .241, ORL,  .524,  9.6,  30.2,  .412,  loss
BRK,  .494,  11.7,  26.7,  .167, POR, .563, 14.2, 16.7, .275,  loss
POR, .563, 14.2, 16.7, .275, BRK,  .494,  11.7,  26.7,  .167,  win
HOU,  .477,  11.8,  25.0,  .356, UTA, .581, 18.8, 25.0, .419,  loss
UTA, .581, 18.8, 25.0, .419, HOU,  .477,  11.8,  25.0,  .356,  win
NOP,  .386,  14.1,  14.3,  .301, WAS, .521, 12.1, 14.9, .117,  loss
WAS, .521, 12.1, 14.9, .117, NOP,  .386,  14.1,  14.3,  .301,  win
WAS,  .472,  9.8,  17.3,  .211, CHI, .545, 13.6, 17.5, .148,  loss
CHI, .545, 13.6, 17.5, .148, WAS,  .472,  9.8,  17.3,  .211,  win
CHO,  .553,  13.7,  18.6,  .250, CLE, .566, 8.4, 25.5, .121,  loss
CLE, .566, 8.4, 25.5, .121, CHO,  .553,  13.7,  18.6,  .250,  win
OKC,  .551,  11.6,  32.6,  .202, DAL, .459, 9.2, 25.5, .279,  win
DAL, .459, 9.2, 25.5, .279, OKC,  .551,  11.6,  32.6,  .202,  loss
PHI,  .440,  12.9,  20.0,  .217, DET, .536, 14.0, 25.0, .265,  loss
DET, .536, 14.0, 25.0, .265, PHI,  .440,  12.9,  20.0,  .217,  win
NYK,  .539,  12.9,  19.0,  .286, IND, .522, 7.5, 23.1, .143,  loss
IND, .522, 7.5, 23.1, .143, NYK,  .539,  12.9,  19.0,  .286,  win
DEN,  .411,  14.1,  26.9,  .144, LAC, .429, 15.7, 17.3, .094,  win
LAC, .429, 15.7, 17.3, .094, DEN,  .411,  14.1,  26.9,  .144,  loss
LAL,  .540,  6.4,  28.8,  .273, MEM, .641, 8.4, 23.1, .224,  loss
MEM, .641, 8.4, 23.1, .224, LAL,  .540,  6.4,  28.8,  .273,  win
GSW,  .539,  11.4,  20.5,  .233, MIA, .500, 10.7, 24.4, .302,  win
MIA, .500, 10.7, 24.4, .302, GSW,  .539,  11.4,  20.5,  .233,  loss
SAS,  .565,  14.9,  15.0,  .141, SAC, .438, 12.0, 18.5, .083,  win
SAC, .438, 12.0, 18.5, .083, SAS,  .565,  14.9,  15.0,  .141,  loss
MIN,  .541,  14.5,  29.7,  .338, TOR, .541, 11.1, 34.2, .259,  loss
TOR, .541, 11.1, 34.2, .259, MIN,  .541,  14.5,  29.7,  .338,  win
MIL,  .506,  12.5,  17.5,  .218, BOS, .518, 14.0, 24.3, .298,  loss
BOS, .518, 14.0, 24.3, .298, MIL,  .506,  12.5,  17.5,  .218,  win
OKC,  .593,  12.0,  26.5,  .198, NOP, .589, 10.9, 34.1, .189,  loss
NOP, .589, 10.9, 34.1, .189, OKC,  .593,  12.0,  26.5,  .198,  win
GSW,  .676,  17.4,  21.6,  .125, ORL, .511, 12.8, 19.0, .244,  win
ORL, .511, 12.8, 19.0, .244, GSW,  .676,  17.4,  21.6,  .125,  loss
BRK,  .547,  15.4,  23.7,  .453, PHO, .474, 15.6, 38.9, .133,  win
PHO, .474, 15.6, 38.9, .133, BRK,  .547,  15.4,  23.7,  .453,  loss
HOU,  .598,  14.1,  29.3,  .256, POR, .544, 19.0, 24.4, .225,  win
POR, .544, 19.0, 24.4, .225, HOU,  .598,  14.1,  29.3,  .256,  loss
SAS,  .538,  11.5,  25.0,  .139, UTA, .448, 11.8, 10.5, .117,  win
UTA, .448, 11.8, 10.5, .117, SAS,  .538,  11.5,  25.0,  .139,  loss
CHI,  .392,  17.0,  32.7,  .216, ATL, .455, 9.9, 28.9, .247,  loss
ATL, .455, 9.9, 28.9, .247, CHI,  .392,  17.0,  32.7,  .216,  win
DEN,  .511,  12.3,  34.0,  .226, DAL, .574, 12.3, 24.4, .239,  loss
DAL, .574, 12.3, 24.4, .239, DEN,  .511,  12.3,  34.0,  .226,  win
CHO,  .500,  13.3,  12.5,  .157, IND, .435, 12.8, 23.8, .247,  win
IND, .435, 12.8, 23.8, .247, CHO,  .500,  13.3,  12.5,  .157,  loss
MEM,  .582,  12.4,  27.0,  .153, LAL, .442, 6.9, 22.9, .333,  win
LAL, .442, 6.9, 22.9, .333, MEM,  .582,  12.4,  27.0,  .153,  loss
ORL,  .452,  10.7,  27.3,  .118, NYK, .488, 10.3, 25.6, .375,  loss
NYK, .488, 10.3, 25.6, .375, ORL,  .452,  10.7,  27.3,  .118,  win
WAS,  .463,  9.8,  33.3,  .170, PHI, .476, 10.8, 15.6, .195,  win
PHI, .476, 10.8, 15.6, .195, WAS,  .463,  9.8,  33.3,  .170,  loss
LAC,  .534,  7.4,  26.2,  .247, SAC, .513, 14.5, 30.2, .346,  win
SAC, .513, 14.5, 30.2, .346, LAC,  .534,  7.4,  26.2,  .247,  loss
CLE,  .554,  14.4,  25.6,  .203, TOR, .548, 11.5, 14.7, .260,  loss
TOR, .548, 11.5, 14.7, .260, CLE,  .554,  14.4,  25.6,  .203,  win
MIA,  .420,  15.6,  28.0,  .184, BOS, .432, 9.4, 23.1, .188,  loss
BOS, .432, 9.4, 23.1, .188, MIA,  .420,  15.6,  28.0,  .184,  win
POR,  .466,  9.2,  16.7,  .253, CHI, .452, 8.3, 20.4, .106,  win
CHI, .452, 8.3, 20.4, .106, POR,  .466,  9.2,  16.7,  .253,  loss
SAS,  .539,  12.8,  18.9,  .289, HOU, .464, 13.0, 20.0, .190,  win
HOU, .464, 13.0, 20.0, .190, SAS,  .539,  12.8,  18.9,  .289,  loss
DET,  .489,  9.2,  34.7,  .182, MIL, .532, 20.1, 29.3, .103,  win
MIL, .532, 20.1, 29.3, .103, DET,  .489,  9.2,  34.7,  .182,  loss
MIN,  .530,  10.2,  16.7,  .274, NOP, .524, 13.6, 15.9, .262,  win
NOP, .524, 13.6, 15.9, .262, MIN,  .530,  10.2,  16.7,  .274,  loss
GSW,  .547,  9.4,  8.0,  .179, OKC, .526, 17.0, 36.4, .177,  win
OKC, .526, 17.0, 36.4, .177, GSW,  .547,  9.4,  8.0,  .179,  loss
MEM,  .438,  7.5,  14.9,  .450, PHO, .538, 15.9, 37.2, .313,  loss
PHO, .538, 15.9, 37.2, .313, MEM,  .438,  7.5,  14.9,  .450,  win
BRK,  .518,  17.2,  20.0,  .131, UTA, .444, 17.4, 30.2, .191,  win
UTA, .444, 17.4, 30.2, .191, BRK,  .518,  17.2,  20.0,  .131,  loss
CHO,  .377,  6.2,  19.2,  .185, ATL, .545, 15.9, 16.2, .039,  loss
ATL, .545, 15.9, 16.2, .039, CHO,  .377,  6.2,  19.2,  .185,  win
MIN,  .417,  12.4,  39.7,  .289, DAL, .601, 7.5, 21.1, .236,  loss
DAL, .601, 7.5, 21.1, .236, MIN,  .417,  12.4,  39.7,  .289,  win
TOR,  .550,  5.4,  20.5,  .163, DET, .662, 10.8, 22.6, .282,  loss
DET, .662, 10.8, 22.6, .282, TOR,  .550,  5.4,  20.5,  .163,  win
POR,  .593,  11.7,  19.5,  .185, IND, .446, 8.0, 33.9, .204,  win
IND, .446, 8.0, 33.9, .204, POR,  .593,  11.7,  19.5,  .185,  loss
MIA,  .482,  13.9,  30.8,  .202, NYK, .402, 10.7, 22.2, .126,  win
NYK, .402, 10.7, 22.2, .126, MIA,  .482,  13.9,  30.8,  .202,  loss
PHI,  .565,  15.4,  10.0,  .377, ORL, .628, 11.0, 16.2, .256,  loss
ORL, .628, 11.0, 16.2, .256, PHI,  .565,  15.4,  10.0,  .377,  win
CLE,  .456,  13.1,  13.3,  .325, WAS, .563, 12.2, 15.4, .304,  loss
WAS, .563, 12.2, 15.4, .304, CLE,  .456,  13.1,  13.3,  .325,  win
UTA,  .411,  7.7,  29.4,  .119, BOS, .476, 8.5, 22.9, .238,  loss
BOS, .476, 8.5, 22.9, .238, UTA,  .411,  7.7,  29.4,  .119,  win
IND,  .513,  11.3,  22.5,  .175, CLE, .476, 10.5, 25.0, .253,  loss
CLE, .476, 10.5, 25.0, .253, IND,  .513,  11.3,  22.5,  .175,  win
MEM,  .500,  8.1,  11.1,  .373, DEN, .587, 19.3, 25.8, .107,  win
DEN, .587, 19.3, 25.8, .107, MEM,  .500,  8.1,  11.1,  .373,  loss
BRK,  .468,  12.4,  22.0,  .299, LAC, .548, 10.9, 19.5, .169,  loss
LAC, .548, 10.9, 19.5, .169, BRK,  .468,  12.4,  22.0,  .299,  win
HOU,  .557,  13.5,  33.3,  .276, MIL, .642, 15.1, 28.6, .296,  loss
MIL, .642, 15.1, 28.6, .296, HOU,  .557,  13.5,  33.3,  .276,  win
OKC,  .659,  18.4,  29.4,  .280, SAC, .481, 8.0, 37.3, .121,  win
SAC, .481, 8.0, 37.3, .121, OKC,  .659,  18.4,  29.4,  .280,  loss
PHI,  .539,  10.1,  13.3,  .135, WAS, .517, 12.8, 35.0, .270,  loss
WAS, .517, 12.8, 35.0, .270, PHI,  .539,  10.1,  13.3,  .135,  win
PHO,  .396,  9.7,  23.2,  .220, CHO, .554, 10.3, 34.1, .247,  loss
CHO, .554, 10.3, 34.1, .247, PHO,  .396,  9.7,  23.2,  .220,  win
ORL,  .500,  13.8,  37.5,  .187, DAL, .617, 14.2, 18.2, .338,  loss
DAL, .617, 14.2, 18.2, .338, ORL,  .500,  13.8,  37.5,  .187,  win
ATL,  .538,  15.8,  17.5,  .238, GSW, .456, 9.1, 34.0, .146,  loss
GSW, .456, 9.1, 34.0, .146, ATL,  .538,  15.8,  17.5,  .238,  win
BRK,  .466,  6.5,  22.4,  .202, LAL, .560, 12.4, 19.5, .169,  loss
LAL, .560, 12.4, 19.5, .169, BRK,  .466,  6.5,  22.4,  .202,  win
CHI,  .517,  8.1,  19.0,  .200, MIA, .714, 14.6, 16.0, .247,  loss
MIA, .714, 14.6, 16.0, .247, CHI,  .517,  8.1,  19.0,  .200,  win
POR,  .489,  6.7,  19.1,  .205, NYK, .409, 7.7, 14.8, .148,  win
NYK, .409, 7.7, 14.8, .148, POR,  .489,  6.7,  19.1,  .205,  loss
POR,  .470,  13.1,  24.0,  .167, BOS, .435, 4.1, 34.5, .215,  loss
BOS, .435, 4.1, 34.5, .215, POR,  .470,  13.1,  24.0,  .167,  win
LAL,  .513,  6.1,  14.6,  .329, DEN, .564, 10.4, 21.9, .372,  loss
DEN, .564, 10.4, 21.9, .372, LAL,  .513,  6.1,  14.6,  .329,  win
NOP,  .478,  18.7,  12.2,  .100, HOU, .463, 17.7, 17.8, .309,  loss
HOU, .463, 17.7, 17.8, .309, NOP,  .478,  18.7,  12.2,  .100,  win
OKC,  .449,  14.2,  35.3,  .102, LAC, .454, 5.3, 21.1, .143,  loss
LAC, .454, 5.3, 21.1, .143, OKC,  .449,  14.2,  35.3,  .102,  win
SAC,  .530,  20.9,  41.0,  .134, MEM, .475, 16.9, 33.3, .367,  loss
MEM, .475, 16.9, 33.3, .367, SAC,  .530,  20.9,  41.0,  .134,  win
IND,  .538,  13.3,  27.9,  .225, MIL, .467, 11.8, 14.0, .368,  win
MIL, .467, 11.8, 14.0, .368, IND,  .538,  13.3,  27.9,  .225,  loss
WAS,  .565,  15.9,  12.2,  .107, MIN, .460, 17.4, 22.5, .387,  win
MIN, .460, 17.4, 22.5, .387, WAS,  .565,  15.9,  12.2,  .107,  loss
CHI,  .414,  6.3,  8.9,  .071, ORL, .438, 8.6, 15.7, .175,  loss
ORL, .438, 8.6, 15.7, .175, CHI,  .414,  6.3,  8.9,  .071,  win
CHO,  .556,  11.1,  20.5,  .358, PHI, .476, 12.7, 14.3, .212,  win
PHI, .476, 12.7, 14.3, .212, CHO,  .556,  11.1,  20.5,  .358,  loss
DET,  .436,  14.5,  16.3,  .167, SAS, .530, 8.3, 12.5, .095,  loss
SAS, .530, 8.3, 12.5, .095, DET,  .436,  14.5,  16.3,  .167,  win
UTA,  .506,  9.1,  22.2,  .120, TOR, .538, 9.2, 30.3, .225,  loss
TOR, .538, 9.2, 30.3, .225, UTA,  .506,  9.1,  22.2,  .120,  win
SAC,  .569,  12.6,  20.9,  .163, DAL, .516, 13.4, 27.7, .043,  win
DAL, .516, 13.4, 27.7, .043, SAC,  .569,  12.6,  20.9,  .163,  loss
OKC,  .488,  12.5,  23.4,  .256, GSW, .603, 7.7, 10.3, .184,  loss
GSW, .603, 7.7, 10.3, .184, OKC,  .488,  12.5,  23.4,  .256,  win
PHO,  .433,  8.7,  12.8,  .256, MIA, .536, 11.3, 17.9, .229,  loss
MIA, .536, 11.3, 17.9, .229, PHO,  .433,  8.7,  12.8,  .256,  win
SAS,  .494,  11.2,  12.8,  .173, NOP, .438, 10.6, 13.7, .090,  win
NOP, .438, 10.6, 13.7, .090, SAS,  .494,  11.2,  12.8,  .173,  loss
NYK,  .505,  9.2,  20.8,  .120, BOS, .478, 7.3, 27.1, .211,  loss
BOS, .478, 7.3, 27.1, .211, NYK,  .505,  9.2,  20.8,  .120,  win
IND,  .461,  9.2,  26.1,  .200, CHO, .563, 11.0, 17.1, .241,  loss
CHO, .563, 11.0, 17.1, .241, IND,  .461,  9.2,  26.1,  .200,  win
WAS,  .414,  14.9,  20.4,  .198, CLE, .533, 8.5, 17.8, .133,  loss
CLE, .533, 8.5, 17.8, .133, WAS,  .414,  14.9,  20.4,  .198,  win
BRK,  .577,  11.5,  19.5,  .176, DEN, .510, 12.3, 39.5, .229,  win
DEN, .510, 12.3, 39.5, .229, BRK,  .577,  11.5,  19.5,  .176,  loss
ATL,  .640,  11.2,  9.4,  .279, LAL, .371, 9.6, 32.1, .165,  win
LAL, .371, 9.6, 32.1, .165, ATL,  .640,  11.2,  9.4,  .279,  loss
UTA,  .460,  16.2,  26.7,  .253, MEM, .481, 11.0, 21.4, .198,  loss
MEM, .481, 11.0, 21.4, .198, UTA,  .460,  16.2,  26.7,  .253,  win
MIN,  .523,  21.2,  34.9,  .115, MIL, .602, 16.4, 24.3, .193,  loss
MIL, .602, 16.4, 24.3, .193, MIN,  .523,  21.2,  34.9,  .115,  win
PHO,  .481,  15.9,  18.6,  .346, ORL, .381, 11.6, 23.4, .069,  win
ORL, .381, 11.6, 23.4, .069, PHO,  .481,  15.9,  18.6,  .346,  loss
MIA,  .472,  13.4,  35.6,  .330, PHI, .426, 7.0, 27.8, .221,  win
PHI, .426, 7.0, 27.8, .221, MIA,  .472,  13.4,  35.6,  .330,  loss
POR,  .536,  10.1,  25.6,  .313, TOR, .552, 12.5, 25.7, .642,  loss
TOR, .552, 12.5, 25.7, .642, POR,  .536,  10.1,  25.6,  .313,  win
HOU,  .454,  15.2,  21.2,  .241, CHI, .513, 21.0, 29.3, .342,  loss
CHI, .513, 21.0, 29.3, .342, HOU,  .454,  15.2,  21.2,  .241,  win
BOS,  .525,  13.2,  23.8,  .238, CLE, .573, 13.4, 35.7, .317,  loss
CLE, .573, 13.4, 35.7, .317, BOS,  .525,  13.2,  23.8,  .238,  win
ATL,  .506,  15.5,  22.2,  .191, LAC, .506, 16.5, 12.2, .215,  win
LAC, .506, 16.5, 12.2, .215, ATL,  .506,  15.5,  22.2,  .191,  loss
BRK,  .538,  12.7,  39.5,  .207, MIN, .750, 12.3, 16.7, .237,  loss
MIN, .750, 12.3, 16.7, .237, BRK,  .538,  12.7,  39.5,  .207,  win
UTA,  .513,  13.5,  27.8,  .333, NOP, .462, 7.6, 12.2, .098,  win
NOP, .462, 7.6, 12.2, .098, UTA,  .513,  13.5,  27.8,  .333,  loss
DET,  .424,  8.4,  26.4,  .120, NYK, .557, 10.3, 22.2, .177,  loss
NYK, .557, 10.3, 22.2, .177, DET,  .424,  8.4,  26.4,  .120,  win
SAC,  .494,  17.4,  16.7,  .173, SAS, .543, 19.0, 29.7, .198,  loss
SAS, .543, 19.0, 29.7, .198, SAC,  .494,  17.4,  16.7,  .173,  win
IND,  .488,  11.6,  23.8,  .229, WAS, .472, 13.8, 30.4, .169,  win
WAS, .472, 13.8, 30.4, .169, IND,  .488,  11.6,  23.8,  .229,  loss
DAL,  .527,  10.5,  16.3,  .172, DEN, .453, 8.5, 30.9, .178,  loss
DEN, .453, 8.5, 30.9, .178, DAL,  .527,  10.5,  16.3,  .172,  win
POR,  .519,  12.9,  7.9,  .282, DET, .595, 11.1, 26.3, .274,  loss
DET, .595, 11.1, 26.3, .274, POR,  .519,  12.9,  7.9,  .282,  win
GSW,  .424,  16.5,  34.7,  .185, LAL, .523, 10.2, 22.0, .241,  loss
LAL, .523, 10.2, 22.0, .241, GSW,  .424,  16.5,  34.7,  .185,  win
PHO,  .606,  15.1,  27.8,  .324, MEM, .463, 9.6, 24.5, .325,  win
MEM, .463, 9.6, 24.5, .325, PHO,  .606,  15.1,  27.8,  .324,  loss
PHI,  .500,  10.4,  24.0,  .153, MIA, .494, 11.3, 31.7, .284,  loss
MIA, .494, 11.3, 31.7, .284, PHI,  .500,  10.4,  24.0,  .153,  win
OKC,  .467,  18.1,  32.6,  .434, MIL, .394, 8.8, 25.5, .278,  win
MIL, .394, 8.8, 25.5, .278, OKC,  .467,  18.1,  32.6,  .434,  loss
HOU,  .571,  9.6,  18.6,  .308, TOR, .558, 14.4, 19.4, .273,  win
TOR, .558, 14.4, 19.4, .273, HOU,  .571,  9.6,  18.6,  .308,  loss
MIL,  .434,  10.0,  32.1,  .121, CHI, .564, 17.5, 16.7, .154,  loss
CHI, .564, 17.5, 16.7, .154, MIL,  .434,  10.0,  32.1,  .121,  win
MIN,  .513,  14.2,  12.2,  .263, CHO, .522, 11.8, 13.6, .156,  loss
CHO, .522, 11.8, 13.6, .156, MIN,  .513,  14.2,  12.2,  .263,  win
MEM,  .512,  14.3,  20.0,  .209, CLE, .494, 21.2, 33.3, .300,  win
CLE, .494, 21.2, 33.3, .300, MEM,  .512,  14.3,  20.0,  .209,  loss
LAC,  .542,  8.6,  13.3,  .229, DAL, .395, 13.6, 22.2, .321,  win
DAL, .395, 13.6, 22.2, .321, LAC,  .542,  8.6,  13.3,  .229,  loss
ORL,  .472,  12.5,  18.4,  .311, GSW, .595, 20.0, 23.3, .226,  loss
GSW, .595, 20.0, 23.3, .226, ORL,  .472,  12.5,  18.4,  .311,  win
SAS,  .375,  7.0,  31.0,  .198, IND, .455, 9.0, 19.0, .359,  loss
IND, .455, 9.0, 19.0, .359, SAS,  .375,  7.0,  31.0,  .198,  win
SAC,  .536,  18.8,  15.4,  .277, NOP, .516, 13.9, 20.8, .191,  loss
NOP, .516, 13.9, 20.8, .191, SAC,  .536,  18.8,  15.4,  .277,  win
NYK,  .480,  15.6,  15.0,  .293, DEN, .485, 5.3, 22.9, .141,  loss
